,Hour Time,Temperature,Humidity,Weekday,Vector,Code
665,14,23.3,31.0,0,"29, 2, 3, 0, 68, 13, 7, 9, 2, 14, 22, 6, 4",0
666,17,22.5,46.0,0,"56, 11, 15, 0, 101, 23, 14, 16, 5, 22, 22, 12, 8",0
667,18,20.7,54.0,0,"93, 23, 32, 0, 163, 28, 25, 45, 7, 17, 29, 21, 14",0
668,23,16.1,64.0,0,"8, 11, 13, 0, 50, 1, 3, 12, 2, 1, 9, 0, 2",0
669,0,15.5,68.0,1,"3, 8, 11, 0, 22, 0, 3, 0, 7, 0, 0, 0, 1",0
670,1,15.0,74.0,1,"3, 2, 4, 0, 11, 0, 0, 0, 0, 2, 0, 0, 0",0
671,2,14.6,72.0,1,"0, 0, 2, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0",0
672,20,17.4,77.0,4,"78, 39, 49, 0, 194, 49, 38, 27, 10, 22, 28, 17, 11",1
673,21,16.2,77.0,4,"69, 37, 36, 0, 132, 50, 29, 24, 13, 8, 21, 5, 12",1
674,9,10.1,66.0,0,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0",0
675,21,14.7,68.0,0,"48, 15, 22, 0, 100, 41, 20, 35, 6, 3, 25, 7, 10",1
676,22,14.0,83.0,0,"36, 12, 20, 0, 82, 8, 6, 22, 7, 2, 14, 4, 10",1
677,23,13.4,85.0,0,"7, 13, 7, 0, 64, 3, 10, 26, 5, 4, 4, 3, 0",1
678,0,13.1,89.0,1,"7, 11, 8, 0, 40, 1, 5, 4, 1, 2, 0, 0, 0",1
679,1,13.0,92.0,1,"4, 2, 4, 0, 11, 1, 0, 0, 0, 2, 0, 0, 0",1
680,2,12.7,86.0,1,"0, 0, 0, 0, 8, 0, 0, 1, 0, 0, 0, 0, 0",0
681,15,19.5,57.0,3,"35, 6, 4, 0, 21, 23, 12, 20, 1, 11, 14, 6, 2",0
682,16,19.2,61.0,3,"48, 8, 13, 0, 39, 32, 14, 21, 1, 9, 12, 5, 5",0
683,17,18.4,69.0,3,"68, 14, 26, 0, 83, 36, 30, 28, 6, 11, 27, 12, 5",0
684,18,17.6,76.0,3,"111, 29, 63, 0, 172, 43, 41, 63, 7, 21, 37, 19, 14",0
685,19,17.3,78.0,3,"87, 28, 64, 0, 160, 34, 43, 54, 8, 17, 36, 23, 8",0
686,20,17.3,78.0,3,"79, 19, 43, 0, 130, 41, 24, 48, 10, 20, 21, 14, 7",0
687,21,17.0,80.0,3,"43, 27, 36, 0, 97, 31, 26, 35, 7, 3, 21, 4, 11",0
688,22,16.8,81.0,3,"25, 13, 16, 0, 80, 15, 17, 35, 9, 1, 12, 13, 8",0
689,23,16.6,84.0,3,"14, 13, 13, 0, 53, 3, 18, 13, 3, 4, 14, 0, 0",0
690,0,16.0,87.0,4,"8, 5, 12, 0, 27, 0, 9, 3, 2, 2, 0, 0, 0",0
691,1,15.2,94.0,4,"2, 5, 5, 0, 27, 0, 3, 0, 0, 1, 0, 0, 0",0
692,2,15.1,94.0,4,"0, 0, 0, 0, 13, 0, 0, 1, 0, 1, 0, 0, 0",0
693,9,13.1,78.0,4,"0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 2, 0, 0",0
694,10,14.4,45.0,4,"17, 0, 2, 0, 1, 15, 0, 23, 0, 5, 14, 3, 0",0
695,11,16.0,41.0,4,"92, 3, 5, 0, 9, 31, 17, 49, 0, 19, 52, 15, 5",0
696,9,11.6,58.0,5,"0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 5, 0, 0",0
697,10,13.599999999999998,55.0,5,"18, 0, 3, 0, 4, 14, 1, 20, 0, 17, 45, 3, 2",0
698,11,15.6,53.0,5,"83, 1, 20, 0, 16, 36, 28, 76, 0, 31, 76, 27, 11",0
699,12,16.4,52.0,5,"102, 3, 17, 0, 48, 42, 33, 82, 2, 46, 82, 40, 12",0
700,13,17.9,47.0,5,"121, 2, 19, 0, 41, 38, 33, 71, 0, 36, 104, 29, 12",0
701,14,18.4,47.0,5,"80, 7, 13, 0, 48, 50, 29, 58, 2, 45, 57, 24, 17",0
702,15,18.7,46.0,5,"81, 9, 15, 0, 49, 69, 24, 45, 3, 29, 59, 13, 8",0
703,16,17.9,48.0,5,"92, 9, 50, 0, 91, 42, 30, 59, 3, 23, 61, 10, 10",0
704,17,17.1,53.0,5,"143, 26, 119, 0, 169, 34, 49, 90, 12, 38, 55, 16, 11",0
705,18,16.0,57.0,5,"152, 42, 170, 0, 243, 51, 81, 143, 9, 58, 75, 25, 24",0
706,19,15.2,56.0,5,"164, 61, 141, 0, 253, 66, 64, 97, 14, 33, 83, 29, 11",0
707,20,14.6,62.0,5,"108, 33, 111, 0, 185, 71, 40, 55, 15, 44, 58, 17, 13",0
708,21,14.3,60.0,5,"101, 47, 75, 0, 153, 73, 36, 46, 19, 18, 45, 2, 14",0
709,22,14.1,55.0,5,"72, 44, 52, 0, 173, 38, 38, 51, 16, 16, 31, 9, 11",0
710,23,13.5,57.0,5,"36, 19, 37, 0, 97, 19, 29, 28, 11, 5, 10, 0, 7",0
711,0,13.4,58.0,6,"19, 17, 19, 0, 57, 6, 19, 6, 8, 6, 0, 1, 5",0
712,1,13.1,62.0,6,"18, 14, 7, 0, 38, 6, 7, 0, 1, 0, 0, 0, 0",0
713,2,12.6,70.0,6,"0, 3, 2, 0, 17, 1, 0, 1, 0, 0, 0, 0, 0",0
714,9,10.800000000000002,61.0,6,"0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 5, 0, 0",0
715,10,13.8,43.0,6,"16, 0, 2, 0, 2, 20, 0, 17, 0, 13, 52, 6, 0",0
716,11,16.8,46.0,6,"95, 1, 15, 0, 20, 43, 32, 74, 0, 34, 88, 21, 15",0
717,12,18.5,42.0,6,"114, 4, 20, 0, 55, 67, 49, 78, 0, 45, 110, 35, 17",0
718,13,19.699999999999996,41.0,6,"77, 5, 16, 0, 56, 60, 48, 87, 0, 39, 104, 37, 21",0
719,0,10.3,77.0,2,"8, 12, 16, 0, 40, 2, 0, 7, 2, 4, 0, 0, 0",0
720,9,8.4,71.0,2,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0",0
721,10,11.0,67.0,2,"13, 0, 0, 0, 3, 13, 0, 13, 1, 9, 23, 4, 0",0
722,11,12.6,60.0,2,"65, 0, 6, 0, 12, 109, 15, 32, 1, 13, 35, 11, 4",0
723,12,14.3,49.0,2,"67, 2, 10, 0, 26, 101, 23, 35, 0, 15, 46, 19, 6",0
724,13,15.9,42.0,2,"45, 3, 4, 0, 22, 87, 11, 19, 0, 15, 39, 11, 4",0
725,14,16.1,34.0,2,"48, 2, 6, 0, 16, 78, 16, 18, 0, 19, 27, 13, 5",0
726,15,15.8,35.0,2,"52, 5, 8, 0, 36, 84, 19, 19, 0, 5, 32, 4, 5",0
727,19,12.1,61.0,6,"124, 38, 101, 0, 217, 86, 64, 76, 10, 24, 52, 25, 15",1
728,20,10.099999999999998,94.0,6,"69, 37, 43, 0, 177, 98, 63, 63, 5, 18, 55, 21, 12",1
729,21,9.900000000000002,95.0,6,"60, 23, 42, 0, 142, 55, 29, 51, 9, 11, 43, 17, 15",1
730,22,9.6,88.0,6,"30, 22, 19, 0, 92, 23, 21, 35, 10, 4, 28, 9, 12",1
731,0,9.5,83.0,0,"6, 5, 10, 0, 27, 1, 8, 5, 1, 2, 0, 0, 0",1
732,1,9.4,86.0,0,"2, 4, 3, 0, 16, 2, 10, 1, 0, 1, 0, 0, 0",1
733,9,11.1,86.0,0,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 0",0
734,10,11.2,82.0,0,"13, 0, 1, 0, 4, 7, 0, 3, 0, 0, 16, 3, 2",0
735,9,7.3,70.0,1,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 5, 0, 0",0
736,10,9.9,65.0,1,"12, 0, 0, 0, 1, 13, 0, 3, 0, 6, 12, 4, 1",0
737,11,11.1,60.0,1,"63, 0, 4, 0, 5, 25, 7, 26, 1, 13, 26, 10, 3",0
738,12,12.6,51.0,1,"42, 1, 7, 0, 14, 16, 11, 29, 1, 10, 28, 11, 8",0
739,1,7.1,74.0,2,"0, 0, 4, 0, 13, 1, 0, 0, 0, 1, 0, 0, 0",0
740,2,6.6,74.0,2,"0, 1, 2, 0, 6, 0, 0, 1, 0, 2, 0, 0, 0",0
741,9,7.7,71.0,2,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0",0
742,10,8.4,67.0,2,"18, 0, 0, 0, 1, 11, 0, 6, 0, 3, 21, 11, 0",0
743,11,9.2,68.0,2,"84, 1, 3, 0, 7, 22, 10, 34, 0, 13, 33, 10, 4",1
744,12,9.4,69.0,2,"80, 4, 11, 0, 39, 22, 24, 37, 1, 9, 47, 15, 3",1
745,13,10.8,75.0,2,"51, 0, 9, 0, 28, 28, 15, 18, 0, 8, 38, 14, 6",1
746,14,11.2,83.0,2,"37, 9, 6, 0, 34, 37, 9, 17, 0, 9, 40, 19, 4",1
747,15,10.9,93.0,2,"35, 5, 11, 0, 43, 26, 14, 14, 2, 5, 25, 8, 4",1
748,16,11.2,95.0,2,"37, 8, 17, 0, 64, 16, 15, 15, 2, 12, 37, 11, 6",1
749,17,9.1,88.0,2,"55, 9, 39, 0, 156, 23, 20, 38, 3, 14, 49, 9, 8",1
750,18,7.9,83.0,2,"97, 20, 61, 0, 202, 26, 36, 54, 6, 15, 47, 22, 20",1
751,2,2.5,43.0,4,"0, 1, 2, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0",2
752,9,4.4,96.0,4,"0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 3, 0, 0",1
753,10,5.5,95.0,4,"20, 3, 0, 0, 8, 17, 0, 11, 0, 4, 22, 7, 1",1
754,11,5.700000000000001,93.0,4,"71, 0, 5, 0, 14, 21, 13, 39, 0, 16, 75, 13, 4",1
755,12,5.799999999999999,95.0,4,"71, 4, 8, 0, 26, 28, 14, 27, 0, 10, 51, 23, 5",1
756,13,6.1,96.0,4,"58, 2, 4, 0, 37, 26, 16, 32, 0, 18, 37, 19, 2",1
757,14,6.7,96.0,4,"39, 3, 15, 0, 42, 30, 12, 13, 0, 11, 30, 13, 4",1
758,15,7.5,96.0,4,"31, 5, 7, 0, 39, 27, 7, 21, 2, 10, 33, 6, 4",1
759,16,7.3,95.0,4,"47, 5, 13, 0, 66, 23, 17, 18, 3, 4, 24, 6, 4",1
760,17,7.3,96.0,4,"67, 13, 63, 0, 187, 31, 27, 28, 12, 16, 58, 8, 9",1
761,18,7.4,96.0,4,"115, 37, 98, 0, 288, 45, 42, 82, 12, 29, 61, 25, 23",1
762,19,7.3,96.0,4,"106, 53, 115, 0, 330, 42, 53, 88, 11, 31, 74, 23, 19",1
763,20,7.2,95.0,4,"102, 39, 57, 0, 278, 50, 41, 61, 19, 19, 61, 12, 21",1
764,21,6.9,94.0,4,"58, 30, 53, 0, 180, 57, 40, 33, 5, 18, 45, 12, 12",0
765,22,6.4,94.0,4,"25, 32, 38, 0, 136, 31, 34, 35, 5, 1, 28, 5, 14",0
766,23,5.7,93.0,4,"19, 26, 19, 0, 92, 5, 30, 22, 4, 2, 9, 0, 3",0
767,0,5.3,94.0,5,"9, 13, 10, 0, 33, 1, 12, 3, 3, 2, 0, 0, 3",0
768,1,4.7,95.0,5,"3, 5, 3, 0, 23, 2, 7, 1, 0, 4, 0, 0, 0",0
769,2,4.2,96.0,5,"0, 1, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0",0
770,9,4.4,97.0,5,"0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 7, 0, 0",0
771,10,5.3,97.0,5,"6, 0, 0, 0, 4, 14, 1, 6, 0, 5, 50, 3, 4",0
772,11,5.9,97.0,5,"65, 2, 1, 0, 19, 26, 17, 37, 0, 14, 52, 15, 4",0
773,12,7.7,83.0,5,"70, 2, 11, 0, 50, 34, 22, 56, 1, 16, 53, 26, 17",0
774,13,9.6,75.0,5,"76, 2, 9, 0, 49, 39, 23, 40, 2, 21, 65, 27, 12",0
775,14,11.1,61.0,5,"38, 4, 12, 0, 35, 48, 18, 32, 2, 14, 54, 24, 6",0
776,15,12.3,51.0,5,"63, 3, 18, 0, 40, 30, 7, 34, 2, 12, 45, 16, 5",0
777,19,8.8,68.0,5,"89, 39, 74, 0, 227, 45, 48, 60, 16, 31, 43, 13, 12",0
778,20,7.8,67.0,5,"73, 30, 60, 0, 160, 69, 38, 35, 8, 17, 34, 18, 14",0
779,21,6.799999999999999,78.0,5,"56, 27, 47, 0, 145, 57, 29, 37, 17, 8, 41, 10, 16",0
780,22,6.5,79.0,5,"33, 20, 41, 0, 119, 26, 33, 21, 14, 4, 27, 6, 3",0
781,23,6.099999999999999,81.0,5,"13, 14, 18, 0, 86, 4, 15, 21, 5, 6, 10, 0, 3",0
782,0,5.7,81.0,6,"8, 13, 8, 0, 34, 1, 6, 11, 2, 4, 1, 0, 1",0
783,1,6.1,75.0,6,"1, 2, 2, 0, 24, 1, 3, 2, 0, 0, 0, 0, 0",0
784,10,8.7,57.0,6,"19, 0, 0, 0, 5, 17, 1, 8, 0, 5, 37, 9, 0",1
785,11,9.1,56.0,6,"69, 0, 12, 0, 30, 49, 27, 42, 1, 17, 53, 20, 13",1
786,12,8.9,69.0,6,"91, 4, 17, 0, 68, 53, 36, 52, 1, 20, 74, 41, 20",1
787,13,8.3,81.0,6,"96, 5, 25, 0, 77, 74, 49, 55, 0, 26, 74, 42, 22",1
788,14,8.1,82.0,6,"74, 5, 29, 0, 82, 85, 43, 60, 3, 21, 79, 28, 26",1
789,15,7.799999999999999,89.0,6,"96, 17, 35, 0, 77, 60, 56, 46, 4, 23, 51, 26, 16",1
790,16,8.0,87.0,6,"96, 15, 50, 0, 124, 71, 41, 59, 5, 16, 48, 14, 22",1
791,17,7.9,94.0,6,"126, 20, 123, 0, 231, 66, 66, 102, 11, 28, 65, 42, 16",1
792,18,8.1,95.0,6,"147, 35, 118, 0, 249, 77, 83, 119, 20, 36, 63, 37, 24",1
793,19,8.5,95.0,6,"117, 36, 79, 0, 214, 84, 91, 81, 15, 22, 61, 36, 13",1
794,20,8.9,96.0,6,"60, 17, 52, 0, 173, 77, 41, 49, 6, 24, 54, 19, 11",1
795,21,9.2,96.0,6,"59, 8, 29, 0, 125, 53, 38, 28, 6, 7, 47, 24, 14",1
796,22,9.6,97.0,6,"38, 11, 21, 0, 124, 19, 30, 23, 5, 9, 36, 7, 7",1
797,23,9.900000000000002,97.0,6,"13, 7, 16, 0, 60, 9, 28, 10, 2, 4, 6, 2, 5",1
798,0,10.5,97.0,0,"10, 5, 10, 0, 44, 0, 9, 8, 0, 4, 0, 0, 0",1
799,1,12.5,97.0,0,"1, 4, 8, 0, 20, 0, 8, 0, 0, 2, 0, 0, 0",1
800,2,12.0,96.0,0,"0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 0, 0, 0",1
801,11,4.9,47.0,0,"76, 0, 8, 0, 15, 18, 6, 27, 2, 10, 47, 12, 5",0
802,12,5.8,40.0,0,"57, 1, 6, 0, 21, 22, 6, 32, 0, 21, 45, 24, 1",0
803,13,5.7,39.0,0,"38, 1, 1, 0, 24, 19, 9, 16, 0, 12, 35, 11, 4",0
804,14,5.7,42.0,0,"36, 2, 4, 0, 14, 32, 7, 14, 0, 8, 29, 12, 3",0
805,15,5.4,45.0,0,"26, 1, 7, 0, 16, 17, 10, 13, 1, 10, 32, 6, 0",0
806,16,4.0,48.0,0,"36, 7, 16, 0, 39, 25, 9, 18, 1, 8, 28, 6, 4",0
807,17,3.0,47.0,0,"65, 9, 23, 0, 71, 24, 15, 45, 2, 17, 49, 11, 8",0
808,18,2.1,49.0,0,"95, 19, 41, 0, 126, 35, 24, 86, 15, 23, 44, 22, 19",0
809,22,0.7,52.0,0,"27, 9, 14, 0, 86, 19, 15, 24, 3, 2, 21, 6, 4",2
810,23,0.9000000000000001,55.0,0,"10, 11, 6, 0, 78, 5, 7, 16, 5, 6, 6, 1, 4",2
811,0,0.8999999999999999,60.0,1,"4, 7, 4, 0, 37, 0, 3, 9, 2, 2, 1, 0, 0",2
812,1,0.6,68.0,1,"8, 3, 7, 0, 23, 0, 1, 2, 0, 2, 0, 0, 0",2
813,13,15.2,58.0,6,"68, 4, 26, 0, 49, 59, 46, 37, 0, 29, 67, 35, 20",1
814,14,14.7,73.0,6,"92, 1, 25, 0, 65, 67, 38, 36, 3, 22, 47, 26, 7",1
815,15,13.9,86.0,6,"63, 9, 23, 0, 82, 76, 31, 35, 2, 24, 52, 26, 8",1
816,16,12.6,94.0,6,"91, 20, 53, 0, 134, 61, 36, 58, 5, 18, 36, 13, 9",1
817,17,10.6,95.0,6,"124, 34, 86, 0, 196, 79, 74, 91, 8, 39, 62, 30, 18",1
818,18,10.3,93.0,6,"135, 43, 103, 0, 261, 85, 65, 89, 14, 44, 51, 33, 15",1
819,19,9.0,86.0,6,"108, 30, 58, 0, 177, 77, 58, 53, 11, 33, 46, 31, 21",1
820,20,8.4,85.0,6,"75, 19, 43, 0, 148, 71, 44, 41, 9, 22, 40, 22, 11",1
821,21,7.5,82.0,6,"37, 22, 29, 0, 92, 59, 23, 29, 4, 6, 38, 13, 21",1
822,1,3.8,74.0,2,"2, 2, 4, 0, 20, 0, 1, 1, 0, 0, 0, 0, 0",0
823,2,3.6,76.0,2,"0, 0, 2, 0, 2, 0, 2, 1, 0, 0, 0, 0, 0",0
824,18,4.9,88.0,6,"73, 14, 70, 0, 133, 30, 38, 40, 4, 26, 24, 15, 19",1
825,19,4.4,92.0,6,"105, 20, 67, 0, 209, 69, 75, 88, 9, 27, 62, 22, 27",1
826,20,3.8999999999999995,91.0,6,"62, 14, 47, 0, 138, 51, 41, 53, 3, 26, 56, 9, 9",1
827,21,3.4,85.0,6,"49, 18, 19, 0, 138, 42, 28, 47, 2, 8, 30, 16, 16",1
828,22,3.2,85.0,6,"24, 23, 20, 0, 103, 19, 25, 22, 11, 3, 22, 9, 4",1
829,23,3.0,81.0,6,"13, 8, 10, 0, 65, 2, 17, 16, 7, 3, 11, 0, 3",1
830,18,3.6,70.0,1,"108, 19, 66, 0, 143, 25, 36, 53, 13, 27, 30, 17, 12",1
831,19,3.5,68.0,1,"89, 18, 57, 0, 159, 32, 43, 77, 9, 24, 46, 19, 8",1
832,20,3.5,65.0,1,"61, 16, 45, 0, 117, 32, 26, 62, 13, 14, 37, 16, 6",1
833,21,3.5,71.0,1,"41, 11, 35, 0, 117, 36, 13, 32, 11, 8, 31, 5, 5",1
834,22,3.3999999999999995,77.0,1,"25, 15, 29, 0, 97, 21, 19, 19, 8, 4, 21, 6, 5",1
835,23,3.2999999999999994,82.0,1,"14, 11, 17, 0, 75, 5, 21, 14, 4, 4, 14, 0, 1",1
836,0,3.2,85.0,2,"7, 10, 14, 0, 32, 0, 8, 4, 3, 1, 8, 0, 0",1
837,1,3.0,74.0,2,"6, 3, 5, 0, 17, 1, 1, 3, 0, 1, 4, 0, 0",1
838,9,-2.7,53.0,5,"2, 0, 0, 0, 5, 1, 0, 2, 0, 0, 9, 0, 0",2
839,10,-2.4,58.0,5,"16, 0, 0, 0, 9, 15, 1, 10, 0, 1, 38, 5, 1",2
840,11,-2.3,67.0,5,"81, 0, 6, 0, 23, 38, 29, 53, 1, 18, 48, 20, 11",2
841,12,-2.3,74.0,5,"85, 3, 15, 0, 45, 33, 35, 61, 3, 18, 63, 33, 16",2
842,13,-1.5,70.0,5,"85, 1, 11, 0, 56, 40, 33, 39, 2, 23, 45, 19, 14",2
843,16,1.1,67.0,5,"70, 9, 30, 0, 84, 46, 26, 35, 4, 15, 35, 9, 8",0
844,17,0.5,69.0,5,"87, 20, 77, 0, 156, 43, 44, 67, 22, 32, 54, 16, 19",0
845,18,-0.8,75.0,5,"128, 35, 116, 0, 235, 42, 55, 66, 33, 32, 46, 32, 26",0
846,19,-1.4,72.0,5,"94, 37, 89, 0, 238, 48, 37, 64, 20, 27, 47, 21, 20",0
847,20,-1.8,76.0,5,"76, 31, 61, 0, 183, 72, 35, 36, 18, 24, 33, 16, 8",0
848,21,-1.5,77.0,5,"74, 32, 32, 0, 175, 58, 36, 34, 17, 12, 32, 11, 20",0
849,22,-1.2,73.0,5,"36, 26, 37, 0, 170, 25, 32, 35, 14, 3, 30, 10, 16",0
850,23,-1.6000000000000003,73.0,5,"17, 21, 13, 0, 120, 2, 33, 10, 2, 2, 15, 0, 5",0
851,0,-2.6,76.0,6,"9, 12, 9, 0, 55, 0, 9, 9, 4, 1, 11, 0, 1",0
852,1,-3.2,73.0,6,"7, 4, 2, 0, 41, 2, 6, 4, 0, 2, 3, 0, 0",0
853,2,-3.8,78.0,6,"0, 2, 3, 0, 12, 2, 0, 0, 0, 0, 0, 0, 0",0
854,9,-4.7,80.0,6,"0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 5, 0, 0",0
855,10,-2.2,70.0,6,"9, 1, 2, 0, 5, 14, 0, 12, 0, 1, 31, 6, 2",0
856,11,-0.5,66.0,6,"81, 1, 9, 0, 25, 40, 32, 39, 3, 14, 58, 16, 18",0
857,12,1.1,58.0,6,"113, 2, 12, 0, 64, 44, 49, 53, 4, 35, 68, 40, 20",0
858,13,3.0,40.0,6,"79, 6, 23, 0, 59, 50, 50, 60, 4, 24, 62, 40, 13",0
859,14,3.8,33.0,6,"78, 9, 18, 0, 51, 55, 38, 38, 2, 25, 49, 30, 14",0
860,23,-1.2,65.0,6,"8, 15, 9, 0, 57, 2, 20, 21, 4, 6, 9, 0, 3",0
861,0,-0.7,62.0,0,"3, 8, 10, 0, 36, 2, 10, 1, 3, 2, 0, 0, 0",0
862,1,-0.8999999999999999,64.0,0,"1, 4, 4, 0, 17, 2, 5, 1, 0, 1, 0, 0, 0",0
863,2,-1.0,59.0,0,"0, 0, 0, 0, 7, 0, 0, 3, 0, 0, 0, 0, 0",0
864,9,0.6,57.0,0,"1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 6, 0, 0",0
865,10,1.3,54.0,0,"13, 0, 0, 0, 1, 8, 1, 5, 0, 1, 18, 2, 0",0
866,11,2.8999999999999995,50.0,0,"64, 0, 4, 0, 12, 21, 10, 33, 0, 15, 40, 17, 3",0
867,12,3.2,51.0,0,"62, 4, 7, 0, 26, 15, 16, 45, 0, 20, 41, 23, 4",0
868,13,3.7,51.0,0,"51, 1, 6, 0, 18, 15, 10, 36, 3, 13, 45, 11, 7",0
869,14,4.2,51.0,0,"29, 0, 9, 0, 28, 10, 9, 17, 1, 15, 31, 10, 5",0
870,15,5.1,49.0,0,"37, 4, 9, 0, 25, 22, 15, 15, 1, 8, 31, 8, 3",0
871,16,5.2,51.0,0,"36, 8, 9, 0, 35, 23, 12, 10, 2, 5, 42, 7, 4",0
872,17,4.8,54.0,0,"71, 11, 26, 0, 130, 18, 19, 35, 2, 18, 45, 13, 9",0
873,18,4.8,56.0,0,"106, 15, 57, 0, 191, 20, 31, 40, 10, 30, 71, 22, 15",1
874,19,4.9,56.0,0,"96, 29, 51, 0, 186, 28, 31, 44, 8, 32, 60, 20, 11",0
875,20,5.1,57.0,0,"54, 24, 29, 0, 147, 48, 15, 37, 9, 22, 35, 10, 7",0
876,21,5.3,57.0,0,"37, 15, 24, 0, 119, 33, 17, 27, 6, 12, 24, 7, 13",0
877,22,6.4,62.0,0,"22, 11, 14, 0, 86, 16, 17, 22, 5, 3, 24, 10, 5",0
878,23,7.8,64.0,0,"8, 4, 14, 0, 77, 3, 9, 15, 1, 8, 6, 0, 0",0
879,0,7.800000000000001,65.0,1,"6, 7, 11, 0, 35, 0, 2, 3, 2, 1, 0, 0, 0",0
880,1,7.9,67.0,1,"0, 1, 3, 0, 18, 1, 0, 1, 0, 4, 0, 0, 0",0
881,2,8.0,70.0,1,"0, 0, 1, 0, 5, 0, 0, 2, 0, 1, 0, 0, 0",0
882,9,6.1,95.0,1,"0, 0, 0, 0, 1, 1, 0, 3, 0, 0, 6, 0, 0",0
883,10,6.7,93.0,1,"16, 0, 0, 0, 2, 12, 0, 8, 0, 4, 14, 3, 0",0
884,11,7.1,87.0,1,"78, 3, 9, 0, 14, 17, 11, 26, 0, 12, 50, 12, 7",0
885,12,9.0,74.0,1,"71, 2, 7, 0, 22, 23, 21, 29, 2, 28, 38, 17, 9",0
886,13,9.7,73.0,1,"45, 5, 7, 0, 24, 32, 11, 24, 0, 16, 46, 11, 6",0
887,14,10.3,70.0,1,"37, 2, 10, 0, 15, 23, 6, 15, 1, 12, 34, 9, 4",0
888,15,10.3,69.0,1,"36, 4, 10, 0, 17, 22, 13, 10, 1, 9, 38, 3, 2",0
889,16,10.6,68.0,1,"41, 8, 19, 0, 29, 29, 9, 22, 3, 4, 26, 2, 3",0
890,17,10.2,70.0,1,"78, 11, 45, 0, 102, 18, 19, 47, 5, 21, 51, 10, 12",0
891,18,9.2,75.0,1,"87, 18, 75, 0, 157, 21, 24, 81, 7, 26, 62, 12, 13",0
892,19,8.9,77.0,1,"93, 25, 78, 0, 192, 34, 40, 72, 4, 36, 45, 15, 7",0
893,20,8.9,76.0,1,"56, 21, 46, 0, 122, 39, 21, 52, 4, 25, 38, 6, 9",0
894,21,8.5,81.0,1,"45, 14, 25, 0, 97, 22, 15, 26, 9, 10, 30, 7, 9",0
895,22,8.4,81.0,1,"26, 15, 18, 0, 81, 7, 11, 35, 3, 4, 19, 7, 2",0
896,23,7.9,84.0,1,"16, 10, 26, 0, 50, 4, 13, 12, 2, 1, 5, 0, 0",0
897,0,7.800000000000001,82.0,2,"4, 3, 6, 0, 36, 1, 2, 7, 7, 1, 0, 0, 0",0
898,1,8.1,82.0,2,"0, 2, 4, 0, 10, 1, 0, 1, 1, 0, 0, 0, 0",0
899,2,8.7,80.0,2,"0, 0, 0, 0, 5, 0, 0, 2, 0, 0, 0, 0, 0",0
900,9,8.6,81.0,2,"2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2, 0, 0",0
901,10,7.900000000000001,79.0,2,"16, 1, 0, 0, 1, 6, 0, 1, 0, 2, 20, 3, 0",0
902,11,7.8,65.0,2,"84, 3, 7, 0, 14, 20, 9, 31, 0, 17, 50, 14, 7",0
903,12,8.1,57.0,2,"82, 4, 9, 0, 22, 19, 16, 35, 1, 14, 52, 17, 5",0
904,13,8.2,37.0,2,"51, 3, 8, 0, 20, 26, 18, 16, 1, 19, 35, 14, 5",0
905,14,9.0,46.0,2,"46, 6, 2, 0, 16, 24, 8, 13, 1, 12, 25, 10, 5",0
906,15,8.9,45.0,2,"31, 4, 7, 0, 37, 25, 13, 15, 0, 9, 28, 10, 4",0
907,16,7.8,43.0,2,"42, 5, 6, 0, 45, 25, 12, 17, 0, 9, 20, 3, 3",0
908,22,5.8,49.0,4,"42, 27, 40, 0, 164, 27, 33, 31, 10, 5, 11, 4, 10",1
909,23,4.9,74.0,4,"24, 15, 27, 0, 138, 5, 25, 19, 4, 5, 8, 7, 9",1
910,0,4.6,80.0,5,"7, 10, 13, 0, 64, 2, 9, 13, 5, 2, 0, 0, 1",1
911,1,4.7,85.0,5,"0, 3, 0, 0, 31, 3, 3, 3, 0, 2, 0, 0, 0",1
912,2,4.8,86.0,5,"0, 1, 1, 0, 11, 0, 2, 1, 0, 0, 0, 0, 0",1
913,9,0.4000000000000001,64.0,5,"2, 0, 0, 0, 2, 1, 0, 2, 0, 0, 11, 0, 0",0
914,9,1.6000000000000003,55.0,6,"0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 5, 0, 0",0
915,9,8.3,96.0,1,"2, 0, 0, 0, 0, 2, 0, 2, 0, 0, 16, 0, 0",1
