,Hour Time,Temperature,Humidity,Weekday,Vector,Code
916,10,9.0,96.0,1,"32, 0, 0, 0, 8, 14, 0, 28, 0, 0, 32, 14, 0",1
917,11,9.4,96.0,1,"126, 0, 10, 0, 18, 30, 16, 68, 0, 26, 92, 26, 12",0
918,12,9.6,97.0,1,"118, 2, 20, 0, 70, 56, 40, 72, 6, 20, 86, 30, 16",0
919,13,9.6,96.0,1,"94, 2, 6, 0, 38, 42, 32, 40, 4, 26, 60, 18, 10",0
920,14,9.4,93.0,1,"72, 12, 14, 0, 58, 46, 34, 24, 2, 16, 84, 12, 14",0
921,15,9.3,81.0,1,"104, 4, 18, 0, 64, 56, 16, 22, 4, 24, 46, 14, 2",0
922,20,6.200000000000001,77.0,1,"130, 44, 86, 0, 282, 54, 58, 70, 14, 46, 72, 36, 20",0
923,21,5.5,76.0,1,"110, 54, 40, 0, 194, 38, 26, 34, 28, 16, 42, 20, 22",0
924,22,4.7,77.0,1,"46, 36, 38, 0, 202, 34, 42, 36, 6, 12, 30, 20, 16",0
925,23,4.0,74.0,1,"4, 24, 8, 0, 162, 2, 32, 18, 14, 4, 18, 0, 8",0
926,0,3.2,75.0,2,"3, 3, 7, 0, 25, 0, 5, 6, 3, 2, 0, 0, 0",0
927,1,2.6,73.0,2,"2, 1, 6, 0, 18, 0, 2, 2, 0, 5, 0, 0, 0",0
928,2,1.8,76.0,2,"2, 0, 2, 0, 4, 0, 2, 1, 0, 1, 0, 0, 0",0
929,20,0.6,65.0,2,"61, 22, 38, 0, 137, 32, 25, 34, 8, 23, 36, 14, 14",0
930,21,0.2,64.0,2,"53, 13, 25, 0, 113, 40, 15, 26, 4, 13, 38, 10, 11",0
931,22,-0.4,68.0,2,"27, 22, 27, 0, 76, 18, 11, 22, 7, 6, 16, 8, 3",0
932,23,-0.9000000000000001,67.0,2,"6, 11, 11, 0, 62, 3, 11, 10, 3, 1, 8, 1, 0",0
933,0,-1.1,64.0,3,"3, 7, 6, 0, 34, 2, 1, 1, 4, 4, 1, 0, 1",0
934,23,-0.6,46.0,3,"9, 10, 16, 0, 62, 5, 9, 15, 3, 3, 8, 0, 3",2
935,0,-0.2,46.0,4,"6, 5, 8, 0, 39, 0, 2, 3, 2, 2, 0, 0, 1",2
936,1,-0.2,50.0,4,"5, 2, 6, 0, 27, 1, 8, 1, 0, 0, 0, 0, 0",2
937,9,-2.4,62.0,4,"0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 7, 0, 0",0
938,10,-1.6,53.0,4,"12, 0, 0, 0, 0, 26, 0, 4, 0, 1, 16, 5, 1",0
939,14,1.4,60.0,5,"85, 5, 12, 0, 63, 49, 41, 40, 3, 22, 47, 23, 13",2
940,15,0.9,83.0,5,"77, 9, 19, 0, 58, 45, 32, 35, 4, 10, 40, 12, 8",2
941,16,0.8,92.0,5,"50, 13, 35, 0, 108, 54, 26, 38, 16, 14, 24, 13, 10",2
942,17,0.9,88.0,5,"101, 24, 88, 0, 197, 37, 67, 50, 13, 24, 37, 22, 20",2
943,18,0.9,88.0,5,"101, 30, 111, 0, 213, 55, 84, 92, 31, 37, 38, 19, 16",0
944,19,1.0,84.0,5,"95, 38, 77, 0, 250, 56, 56, 89, 21, 25, 25, 16, 16",0
945,20,0.6,86.0,5,"60, 33, 58, 0, 191, 54, 43, 36, 22, 24, 37, 13, 11",0
946,21,0.2,86.0,5,"47, 33, 39, 0, 138, 52, 41, 30, 18, 7, 43, 5, 18",0
947,22,0.9000000000000001,82.0,5,"15, 23, 39, 0, 167, 31, 27, 22, 11, 3, 19, 12, 2",0
948,23,0.9,83.0,5,"6, 20, 20, 0, 156, 10, 20, 15, 7, 2, 6, 0, 2",0
949,0,0.6,83.0,6,"7, 7, 10, 0, 66, 0, 2, 4, 3, 0, 0, 0, 0",0
950,1,0.6,82.0,6,"0, 12, 6, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0",0
951,2,0.8,75.0,6,"0, 3, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0",0
952,9,1.1,70.0,6,"0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 10, 0, 0",0
953,10,1.8,67.0,6,"18, 1, 1, 0, 4, 15, 2, 12, 0, 4, 30, 10, 2",0
954,11,2.8,63.0,6,"61, 1, 4, 0, 22, 51, 31, 39, 0, 18, 49, 21, 16",0
955,12,4.7,58.0,6,"87, 10, 18, 0, 49, 56, 48, 56, 2, 31, 50, 31, 24",0
956,13,6.1,56.0,6,"63, 11, 12, 0, 64, 65, 41, 55, 2, 29, 67, 32, 23",0
957,14,7.4,52.0,6,"61, 8, 14, 0, 74, 63, 46, 33, 0, 24, 48, 22, 17",0
958,15,8.2,49.0,6,"51, 6, 12, 0, 77, 54, 43, 37, 4, 12, 47, 18, 11",0
959,16,7.8,50.0,6,"68, 16, 35, 0, 119, 53, 43, 65, 5, 24, 26, 8, 12",0
960,17,7.0,48.0,6,"101, 32, 103, 0, 191, 46, 65, 91, 23, 37, 48, 25, 18",0
961,18,6.4,51.0,6,"126, 44, 99, 0, 242, 65, 70, 85, 24, 42, 49, 27, 30",0
962,19,5.6,52.0,6,"88, 33, 66, 0, 196, 53, 46, 77, 19, 26, 42, 21, 15",0
963,20,5.3,53.0,6,"53, 23, 40, 0, 164, 57, 37, 43, 9, 25, 25, 12, 17",0
964,21,5.200000000000001,57.0,6,"48, 22, 26, 0, 125, 54, 43, 33, 4, 4, 36, 9, 11",0
965,22,5.299999999999999,53.0,6,"25, 26, 27, 0, 89, 25, 25, 34, 4, 1, 17, 7, 9",0
966,23,5.3,56.0,6,"12, 14, 6, 0, 82, 3, 19, 20, 5, 7, 8, 0, 0",1
967,0,5.3,72.0,0,"9, 13, 7, 0, 50, 0, 7, 6, 3, 0, 0, 0, 1",1
968,1,4.9,81.0,0,"0, 4, 3, 0, 42, 0, 10, 3, 0, 0, 0, 0, 0",1
969,2,4.4,91.0,0,"0, 2, 0, 0, 15, 0, 1, 1, 0, 0, 1, 0, 0",1
970,9,3.4,92.0,0,"0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 3, 0, 0",1
971,10,3.1,87.0,0,"8, 0, 0, 0, 3, 7, 1, 5, 0, 2, 10, 4, 0",1
972,11,3.9,81.0,0,"62, 1, 4, 0, 17, 16, 14, 29, 0, 18, 40, 8, 1",0
973,12,4.3,72.0,0,"37, 1, 9, 0, 20, 9, 15, 30, 1, 20, 45, 19, 5",0
974,13,4.4,71.0,0,"39, 2, 7, 0, 31, 21, 8, 14, 1, 20, 39, 16, 8",0
975,14,5.0,65.0,0,"41, 1, 7, 0, 30, 22, 10, 15, 0, 19, 34, 8, 5",0
976,15,4.5,69.0,0,"27, 1, 7, 0, 49, 37, 19, 21, 0, 2, 30, 7, 1",0
977,16,4.5,58.0,0,"43, 4, 17, 0, 37, 22, 16, 29, 5, 12, 20, 5, 1",0
978,18,4.2,63.0,0,"84, 26, 61, 0, 123, 38, 37, 56, 11, 30, 40, 21, 8",0
979,19,3.9,70.0,0,"77, 28, 49, 0, 169, 43, 39, 78, 13, 25, 38, 26, 9",0
980,20,3.2,73.0,0,"66, 25, 28, 0, 146, 46, 21, 43, 18, 27, 32, 7, 4",0
981,21,2.7,76.0,0,"31, 19, 23, 0, 127, 35, 22, 36, 12, 12, 32, 15, 6",0
982,22,2.0,78.0,0,"18, 23, 23, 0, 96, 17, 12, 30, 21, 5, 17, 8, 3",0
983,23,0.9,82.0,0,"6, 21, 16, 0, 84, 2, 11, 18, 14, 2, 5, 1, 1",0
984,0,0.3,83.0,1,"4, 10, 6, 0, 38, 1, 11, 5, 6, 2, 0, 0, 0",0
985,1,-0.2,81.0,1,"0, 5, 5, 0, 21, 2, 2, 1, 4, 0, 0, 0, 0",0
986,2,-1.1,86.0,1,"0, 0, 1, 0, 6, 0, 1, 0, 0, 1, 0, 0, 0",0
987,9,-2.3,84.0,1,"0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 5, 0, 0",0
988,10,-0.8,73.0,1,"19, 0, 0, 0, 1, 14, 1, 11, 0, 2, 16, 7, 0",0
989,11,1.1,64.0,1,"70, 0, 5, 0, 14, 22, 24, 26, 0, 15, 31, 6, 10",0
990,12,3.0,55.0,1,"50, 0, 5, 0, 31, 24, 21, 38, 0, 21, 53, 23, 17",0
991,13,5.0,47.0,1,"60, 3, 5, 0, 39, 39, 17, 21, 2, 28, 46, 19, 6",0
992,14,6.1,48.0,1,"32, 3, 3, 0, 33, 33, 13, 20, 2, 6, 28, 15, 6",0
993,15,6.2,46.0,1,"30, 4, 6, 0, 30, 43, 13, 10, 3, 11, 37, 14, 4",0
994,16,5.8,44.0,1,"44, 7, 18, 0, 43, 51, 23, 19, 6, 10, 25, 3, 3",0
995,17,4.7,46.0,1,"69, 10, 47, 0, 107, 29, 35, 29, 11, 15, 17, 11, 17",0
996,18,3.2,51.0,1,"98, 29, 118, 0, 241, 43, 86, 72, 30, 33, 27, 30, 17",0
997,19,1.9,56.0,1,"113, 32, 148, 0, 299, 19, 88, 71, 37, 38, 37, 29, 30",0
998,20,1.1,58.0,1,"82, 34, 91, 0, 231, 25, 68, 44, 37, 33, 34, 20, 9",0
999,21,0.9,62.0,1,"77, 34, 73, 0, 189, 38, 58, 43, 23, 9, 22, 15, 15",0
1000,22,0.2,69.0,1,"31, 32, 41, 0, 215, 28, 30, 29, 32, 6, 15, 13, 10",0
1001,23,-0.4,72.0,1,"11, 36, 34, 0, 133, 11, 32, 22, 18, 8, 4, 11, 3",0
1002,0,-0.8000000000000002,73.0,2,"25, 16, 18, 0, 77, 1, 10, 4, 12, 5, 1, 0, 1",0
1003,1,-1.2,74.0,2,"6, 7, 6, 0, 23, 0, 2, 1, 2, 1, 0, 0, 0",0
1004,2,-1.3,73.0,2,"0, 0, 3, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0",0
1005,9,-1.3,75.0,2,"0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 9, 0, 0",0
1006,10,-0.3,72.0,2,"17, 0, 0, 0, 1, 12, 1, 7, 0, 3, 21, 11, 0",0
1007,11,1.6999999999999997,56.0,2,"81, 2, 5, 0, 20, 44, 36, 37, 0, 20, 57, 11, 10",0
1008,12,3.7,48.0,2,"79, 4, 22, 0, 65, 67, 54, 62, 1, 41, 48, 34, 23",0
1009,13,4.9,41.0,2,"99, 13, 30, 0, 83, 47, 44, 63, 7, 32, 57, 31, 17",0
1010,14,6.3,37.0,2,"77, 4, 15, 0, 66, 61, 47, 40, 7, 28, 36, 23, 17",0
1011,15,6.6,36.0,2,"65, 14, 22, 0, 79, 66, 33, 32, 8, 28, 38, 15, 8",0
1012,16,6.1,42.0,2,"76, 9, 39, 0, 120, 34, 48, 32, 11, 22, 36, 23, 8",0
1013,17,5.3,48.0,2,"113, 27, 105, 0, 190, 53, 82, 63, 22, 42, 31, 21, 16",0
1014,18,4.3,54.0,2,"128, 34, 125, 0, 298, 72, 101, 89, 32, 35, 61, 23, 32",0
1015,9,2.6,79.0,3,"0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 7, 0, 0",1
1016,10,2.8,83.0,3,"10, 0, 1, 0, 0, 4, 0, 8, 0, 4, 15, 4, 1",1
1017,11,3.3,77.0,3,"61, 1, 4, 0, 15, 22, 11, 34, 0, 11, 27, 14, 8",1
1018,12,3.3,71.0,3,"65, 9, 5, 0, 26, 28, 19, 27, 2, 24, 27, 22, 3",1
1019,13,3.6,57.0,3,"55, 1, 4, 0, 29, 27, 15, 20, 1, 14, 34, 26, 5",1
1020,14,3.8,44.0,3,"51, 3, 1, 0, 28, 21, 19, 24, 1, 12, 35, 9, 7",0
1021,15,3.8999999999999995,45.0,3,"32, 3, 7, 0, 41, 19, 20, 15, 0, 15, 32, 9, 4",0
1022,16,3.2,46.0,3,"58, 4, 8, 0, 50, 23, 12, 19, 5, 9, 26, 5, 5",0
1023,19,1.4,55.0,3,"76, 28, 65, 0, 177, 45, 28, 51, 20, 25, 44, 16, 16",0
1024,20,0.8,45.0,3,"58, 19, 33, 0, 140, 39, 15, 41, 12, 11, 38, 10, 15",0
1025,9,-3.9,49.0,4,"0, 0, 0, 0, 3, 1, 0, 1, 0, 0, 3, 0, 0",0
1026,10,-2.8,42.0,4,"17, 1, 0, 0, 0, 13, 0, 9, 0, 1, 25, 7, 0",0
1027,16,6.2,39.0,6,"72, 13, 32, 0, 123, 32, 33, 44, 16, 17, 54, 11, 10",1
1028,17,5.9,40.0,6,"96, 32, 83, 0, 162, 46, 60, 83, 25, 30, 55, 20, 11",1
1029,18,5.6,42.0,6,"106, 38, 94, 0, 206, 52, 66, 91, 37, 41, 60, 30, 18",1
1030,19,5.4,46.0,6,"92, 35, 65, 0, 176, 68, 52, 70, 21, 21, 77, 25, 14",1
1031,20,5.1,54.0,6,"93, 28, 41, 0, 161, 72, 38, 47, 13, 13, 54, 13, 17",1
1032,21,4.6,69.0,6,"78, 23, 26, 0, 132, 57, 29, 36, 14, 7, 39, 2, 16",1
1033,22,4.2,74.0,6,"40, 28, 25, 0, 147, 21, 23, 25, 16, 6, 23, 14, 9",1
1034,23,4.2,74.0,6,"12, 23, 11, 0, 94, 7, 21, 20, 11, 2, 17, 2, 1",1
1035,0,4.2,81.0,0,"9, 11, 7, 0, 66, 2, 4, 5, 3, 1, 0, 0, 0",1
1036,1,4.1,79.0,0,"5, 3, 3, 0, 31, 3, 7, 0, 5, 2, 0, 0, 0",1
1037,2,4.4,77.0,0,"0, 1, 0, 0, 6, 0, 0, 5, 0, 4, 0, 0, 0",1
1038,9,4.9,74.0,0,"0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 7, 0, 0",0
1039,10,5.7,72.0,0,"12, 1, 0, 0, 1, 11, 1, 5, 0, 0, 18, 6, 0",0
1040,11,6.4,72.0,0,"71, 0, 2, 0, 13, 15, 10, 36, 0, 11, 39, 10, 3",0
1041,12,6.7,73.0,0,"96, 1, 12, 0, 44, 26, 6, 59, 0, 25, 56, 21, 7",0
1042,13,5.7,84.0,0,"62, 2, 4, 0, 44, 22, 11, 40, 0, 13, 52, 14, 6",1
1043,14,5.4,87.0,0,"52, 5, 13, 0, 38, 20, 9, 22, 2, 14, 39, 12, 3",1
1044,15,4.9,82.0,0,"32, 4, 8, 0, 53, 19, 15, 10, 2, 12, 34, 4, 6",1
1045,16,4.7,78.0,0,"53, 13, 14, 0, 44, 23, 13, 12, 3, 8, 32, 12, 4",0
1046,17,4.5,66.0,0,"55, 11, 29, 0, 109, 28, 26, 26, 7, 23, 38, 21, 3",0
1047,18,2.9,62.0,0,"86, 30, 55, 0, 186, 27, 37, 63, 15, 31, 63, 21, 7",0
1048,19,1.2,58.0,0,"86, 37, 61, 0, 228, 41, 38, 66, 25, 34, 64, 28, 4",0
1049,0,-5.7,66.0,1,"7, 8, 13, 0, 69, 0, 5, 4, 10, 3, 0, 0, 0",2
1050,1,-6.7,56.0,1,"5, 4, 3, 0, 45, 2, 3, 2, 0, 3, 0, 0, 0",2
