,Hour Category,Temperature,Humidity,Wind Speed,Sunshine,Cloud Level,Season Category,IsHoliday,Dust Density,Weekday,Vector,Feeling Temperature,Discomfort Index,IsRain
18,2.0,1.6999999999999997,42.0,2.4,1.0,0.0,3.0,0.0,73.0,4,"56, 7, 0, 27, 27, 19, 45, 23, 36, 22, 8, 4, 4, 3",-0.9263922886828091,42.37786,0
19,2.0,2.9,35.0,2.0,1.0,0.0,3.0,0.0,75.0,4,"42, 7, 0, 28, 28, 13, 18, 19, 35, 22, 2, 1, 3, 7, 2, 2",0.9061440790447122,44.648849999999996,0
20,2.0,4.0,30.0,3.1,1.0,0.0,3.0,0.0,64.0,4,"25, 14, 0, 41, 26, 14, 19, 14, 36, 11, 1, 1, 5",1.2132853496683156,46.437999999999995,0
21,1.0,-1.8,63.0,1.1,0.0,9.0,3.0,1.0,62.0,5,"0, 0, 0, 4, 0, 0, 0, 0, 0, 0",-3.0589147371107694,34.710339999999995,0
22,1.0,-1.5,62.0,1.6000000000000003,0.0,8.0,3.0,1.0,69.0,5,"0, 0, 0, 1, 0, 0, 1, 0, 1, 0",-3.6455421738109917,35.2983,0
23,1.0,0.1,54.0,1.2,0.8,7.0,3.0,1.0,72.0,5,"12, 0, 0, 6, 9, 0, 6, 1, 22, 8, 1, 2, 1, 3",-1.1371149565097363,38.71245999999999,0
24,1.0,2.0,49.0,1.3,1.0,0.0,3.0,1.0,82.0,5,"60, 3, 0, 10, 25, 26, 47, 18, 54, 17, 4, 1, 1, 14, 4, 3",0.8235244962611012,41.883199999999995,0
25,2.0,4.2,51.0,2.8,1.0,0.0,3.0,1.0,90.0,5,"88, 14, 0, 54, 34, 15, 54, 25, 53, 29, 3, 1, 1, 13, 5, 5",1.6848454162632343,44.529579999999996,0
26,2.0,5.0,42.0,2.8999999999999995,1.0,0.0,3.0,1.0,85.0,5,"71, 17, 0, 47, 51, 26, 58, 15, 56, 30, 5, 15, 8, 2",2.56462705264884,46.422999999999995,0
27,1.0,-2.7,58.0,0.7,0.9,0.0,3.0,1.0,60.0,6,"1, 0, 0, 0, 0, 0, 0, 0, 8, 0",-2.9813178115587053,34.26866,0
28,1.0,-0.6,50.0,0.8,1.0,0.0,3.0,1.0,64.0,6,"12, 1, 0, 3, 14, 2, 4, 1, 26, 5, 4",-1.0014360294672717,38.367,0
29,1.0,2.1,42.0,0.7,1.0,0.0,3.0,1.0,80.0,6,"61, 9, 0, 20, 36, 34, 41, 10, 39, 21, 1, 3, 10, 7",2.208405477118928,42.868179999999995,0
30,2.0,4.0,35.0,1.1,1.0,1.0,3.0,1.0,77.0,6,"67, 15, 0, 39, 35, 35, 46, 21, 31, 38, 1, 2, 1, 21, 7, 4",3.411958358127746,45.921,0
31,2.0,5.5,33.0,0.8,1.0,6.0,3.0,1.0,59.0,6,"81, 11, 0, 41, 56, 39, 49, 28, 60, 29, 6, 14, 5, 2",5.654392049054339,47.83284999999999,0
32,2.0,6.0,32.0,1.8,1.0,8.0,3.0,1.0,65.0,6,"62, 18, 0, 57, 50, 40, 37, 17, 47, 21, 1, 4, 8, 5, 3",4.724607182518611,48.4848,0
33,1.0,3.0,44.0,2.0,0.0,10.0,3.0,0.0,54.0,0,"42, 2, 0, 2, 10, 0, 8, 6, 34, 12, 4, 2",1.0226712227036474,43.7448,0
34,1.0,3.5,45.0,3.4,0.0,10.0,3.0,0.0,61.0,0,"102, 10, 0, 10, 28, 16, 42, 22, 60, 36, 20, 2, 8, 6, 2",0.3922579703941915,44.259249999999994,0
35,2.0,4.5,51.0,3.5,0.0,10.0,3.0,0.0,63.0,0,"98, 10, 0, 30, 44, 38, 68, 22, 84, 34, 10, 10, 2, 12, 2, 2",1.5391834848553874,44.924049999999994,1
36,2.0,4.0,58.0,3.6,0.0,10.0,3.0,0.0,49.0,0,"94, 8, 0, 46, 32, 24, 60, 18, 68, 24, 2, 4, 16, 2, 6",0.8647862264197932,43.5428,1
37,2.0,3.8999999999999995,65.0,4.9,0.0,10.0,3.0,0.0,48.0,0,"88, 10, 0, 62, 36, 22, 30, 12, 58, 32, 10, 4, 18, 4",-0.005514845257581946,42.673649999999995,1
38,2.0,3.7,70.0,4.5,0.0,10.0,3.0,0.0,53.0,0,"68, 18, 0, 60, 32, 18, 26, 24, 60, 10, 2, 2, 4, 4",-0.04320905456916657,41.851099999999995,1
39,2.0,3.3,79.0,3.9,0.0,10.0,3.0,0.0,44.0,0,"90, 14, 0, 104, 34, 26, 46, 16, 60, 24, 2, 2, 10, 10, 4, 4",-0.1838310121252369,40.25693,1
40,2.0,3.0,83.0,3.5,0.0,10.0,3.0,0.0,44.0,0,"120, 54, 0, 160, 36, 56, 70, 36, 64, 18, 4, 2, 2, 18, 18, 12, 18",-0.28512584121531925,39.3261,1
41,3.0,2.8,89.0,4.5,0.0,10.0,3.0,0.0,44.0,0,"146, 94, 0, 292, 66, 82, 120, 48, 76, 38, 12, 8, 52, 30, 34, 30",-1.1597552000230982,38.30808,1
42,1.0,5.8,94.0,3.6,0.0,10.0,3.0,0.0,11.0,1,"0, 0, 0, 2, 0, 0, 1, 0, 1, 0",3.058793285925536,42.95348,1
43,1.0,6.0,94.0,4.0,0.0,10.0,3.0,0.0,14.0,1,"25, 0, 0, 0, 8, 0, 9, 1, 19, 7, 1, 1, 1, 1",3.072274779617242,43.30159999999999,1
44,1.0,6.3,93.0,4.1,0.0,10.0,3.0,0.0,12.0,1,"69, 3, 0, 11, 17, 13, 44, 16, 35, 12, 11, 1, 3, 4, 3, 1",3.387173951964933,43.90441,1
45,2.0,6.4,94.0,4.3,0.0,10.0,3.0,0.0,14.0,1,"67, 4, 0, 38, 23, 26, 41, 17, 39, 23, 2, 1, 2, 2, 7, 3, 2",3.40638211122443,43.99784,1
46,2.0,6.7,95.0,3.6,0.0,10.0,3.0,0.0,13.0,1,"44, 10, 0, 38, 28, 21, 13, 12, 37, 8, 1, 1, 2, 2, 1, 2",4.15579681567841,44.443349999999995,1
47,2.0,6.5,95.0,4.0,0.0,10.0,3.0,0.0,12.0,1,"38, 4, 0, 57, 17, 21, 19, 7, 39, 10, 1, 3, 7, 8, 2, 4",3.6867991956934154,44.09325,1
48,2.0,6.7,96.0,4.8,0.0,10.0,3.0,0.0,12.0,1,"40, 14, 0, 67, 22, 23, 22, 9, 28, 7, 2, 1, 2, 4, 5, 6",3.53739157391738,44.366679999999995,1
49,2.0,6.8,96.0,5.0,0.0,10.0,3.0,0.0,9.0,1,"60, 34, 0, 97, 22, 24, 45, 14, 34, 13, 1, 1, 11, 4, 7, 9",3.572424350802902,44.542719999999996,1
50,3.0,7.0,96.0,5.3,0.0,10.0,3.0,0.0,5.0,1,"106, 77, 0, 178, 23, 33, 69, 27, 49, 13, 5, 2, 27, 13, 12, 11",3.6948165321452677,44.8948,1
51,1.0,2.2,95.0,1.8,0.0,10.0,3.0,0.0,10.0,2,"0, 0, 0, 0, 0, 0, 0, 0, 4, 0",0.3311173195334909,36.5661,1
52,1.0,2.7,94.0,2.8,0.0,10.0,3.0,0.0,13.0,2,"14, 0, 0, 0, 7, 0, 3, 1, 17, 5, 2, 3, 1, 2",-0.1081765925239968,37.55762,1
53,1.0,3.1,91.0,2.5,0.0,10.0,3.0,0.0,17.0,2,"74, 2, 0, 7, 14, 19, 30, 19, 35, 13, 7, 1, 5, 1, 7, 1",0.6336906971724057,38.59079,0
54,2.0,3.2,87.0,3.3,0.0,10.0,3.0,0.0,25.0,2,"59, 5, 0, 39, 15, 22, 39, 24, 39, 17, 3, 1, 2, 5, 6, 2, 1",0.10008190050051868,39.207159999999995,0
55,2.0,3.4,85.0,2.7,0.0,10.0,3.0,0.0,39.0,2,"41, 1, 0, 35, 19, 24, 19, 16, 39, 19, 3, 1, 7, 3, 1",0.8127212459646453,39.760099999999994,0
56,2.0,3.6,83.0,2.2,0.0,10.0,3.0,0.0,47.0,2,"28, 5, 0, 27, 20, 9, 15, 15, 24, 9, 3, 8, 2, 1, 1",1.5123031927777895,40.305119999999995,0
57,2.0,3.9,80.0,1.8999999999999997,0.0,10.0,3.0,0.0,43.0,2,"29, 10, 0, 22, 21, 6, 9, 5, 21, 7, 1, 3, 6",2.1815303331415414,41.1078,0
58,2.0,3.9,80.0,1.8,0.0,10.0,3.0,0.0,36.0,2,"35, 11, 0, 38, 16, 13, 19, 5, 20, 8, 1, 1, 4, 2, 8, 3",2.296625942447886,41.1078,0
59,2.0,3.9,81.0,2.2,0.0,9.0,3.0,0.0,35.0,2,"58, 30, 0, 96, 19, 22, 24, 20, 33, 9, 2, 1, 19, 5, 6, 8",1.864391382508754,41.003409999999995,0
60,3.0,3.4,83.0,3.7,0.0,9.0,3.0,0.0,44.0,2,"81, 55, 0, 151, 23, 27, 62, 24, 35, 19, 4, 5, 22, 9, 15, 11",0.06711085007596251,39.97877999999999,0
61,1.0,-2.8,75.0,2.5,0.0,1.0,3.0,0.0,57.0,3,"0, 0, 0, 2, 0, 0, 0, 0, 0, 0",-6.3580242150459725,31.227999999999998,0
62,1.0,-2.7,73.0,1.9,0.6,2.0,3.0,0.0,58.0,3,"0, 0, 0, 1, 0, 0, 0, 0, 2, 0",-5.479927910098182,31.72271,0
63,1.0,-2.1,68.0,2.5,1.0,4.0,3.0,0.0,57.0,3,"10, 0, 0, 2, 6, 0, 3, 3, 13, 6, 3, 2",-5.528498716986165,33.461279999999995,0
64,1.0,-1.6,63.0,3.3,1.0,4.0,3.0,0.0,60.0,3,"69, 6, 0, 11, 21, 17, 36, 14, 44, 10, 8, 2, 6, 5",-5.710959572489563,34.99708,0
65,2.0,-0.7,57.0,3.3,1.0,0.0,3.0,0.0,54.0,3,"75, 9, 0, 32, 18, 15, 55, 18, 37, 11, 6, 2, 3, 2, 9",-4.6213892963039225,37.186989999999994,0
66,2.0,0.1,51.0,3.6,1.0,0.0,3.0,0.0,32.0,3,"34, 6, 0, 45, 19, 17, 21, 13, 30, 20, 2, 2, 3, 2, 5, 1",-3.888895735842651,39.13849,0
67,2.0,1.1,51.0,3.3,1.0,0.0,3.0,0.0,40.0,3,"40, 9, 0, 32, 25, 12, 21, 7, 33, 9, 1, 1, 4, 2, 1, 3",-2.442248743932642,40.45339,0
68,2.0,1.7,49.0,2.6,1.0,0.0,3.0,0.0,45.0,3,"34, 9, 0, 29, 20, 11, 16, 5, 21, 6, 2, 2, 7, 6, 7, 2",-1.1210570104826938,41.49467,0
69,2.0,1.6,49.0,2.2,1.0,0.0,3.0,0.0,45.0,3,"39, 9, 0, 57, 24, 13, 19, 4, 22, 7, 1, 9, 3, 5, 3",-0.8349514054286352,41.365159999999996,0
70,2.0,0.6,55.0,3.1,1.0,0.0,3.0,0.0,51.0,3,"60, 35, 0, 84, 22, 22, 27, 11, 25, 8, 4, 1, 14, 9, 5, 3",-2.8829318437200895,39.247699999999995,0
71,3.0,-0.4,60.0,2.6,0.1,0.0,3.0,0.0,55.0,3,"103, 66, 0, 185, 36, 42, 61, 23, 40, 20, 4, 25, 11, 12, 13",-3.6170832278620204,37.1584,0
72,1.0,-3.0,74.0,0.0,0.0,7.0,3.0,0.0,86.0,4,"0, 0, 0, 2, 0, 0, 3, 0, 5, 0, 2",11.2555,31.090199999999996,0
73,1.0,-1.8,68.0,0.9,0.4,6.0,3.0,0.0,87.0,4,"19, 0, 0, 1, 8, 0, 8, 3, 24, 5, 1, 2, 2, 1",-2.5830519510528105,33.90624,0
74,1.0,0.1,62.0,1.5,1.0,4.0,3.0,0.0,97.0,4,"68, 2, 0, 15, 25, 20, 31, 11, 39, 5, 5, 2, 10, 2",-1.657591205024914,37.57638,0
75,2.0,1.8,55.0,0.8,1.0,0.0,3.0,0.0,104.0,4,"69, 5, 0, 38, 28, 16, 37, 8, 42, 17, 5, 2, 1, 1, 4, 2",1.6172504276559854,40.873099999999994,0
76,2.0,2.0,53.0,3.2,1.0,0.0,3.0,0.0,118.0,4,"45, 6, 0, 25, 24, 19, 37, 11, 27, 12, 3, 3, 3, 5",-1.2754930346048658,41.3904,0
77,2.0,3.0,44.0,2.2,1.0,0.0,3.0,0.0,89.0,4,"37, 4, 0, 29, 22, 12, 15, 10, 22, 13, 2, 2, 5, 4, 1, 1",0.8081268133158619,43.7448,0
78,2.0,3.7999999999999994,43.0,2.9,1.0,0.0,3.0,0.0,82.0,4,"36, 3, 0, 34, 22, 18, 10, 4, 24, 6, 2, 5, 3",1.1263322512267675,44.84666,0
79,2.0,3.7,41.0,2.2,1.0,0.0,3.0,0.0,78.0,4,"35, 11, 0, 39, 20, 13, 15, 8, 28, 1, 1, 1, 2, 7, 5",1.6296659226881118,44.935829999999996,0
80,2.0,2.7,40.0,2.8,1.0,0.0,3.0,0.0,68.0,4,"57, 32, 0, 92, 22, 23, 30, 14, 34, 9, 3, 1, 1, 14, 5, 9, 9",-0.1081765925239968,43.8362,0
81,3.0,1.8,45.0,2.6,0.1,2.0,3.0,0.0,50.0,4,"88, 95, 0, 236, 34, 37, 82, 31, 47, 19, 1, 1, 36, 11, 21, 14",-1.0021986191789156,42.1249,0
82,1.0,-2.5,81.0,1.6,0.0,0.0,3.0,1.0,58.0,5,"0, 0, 0, 1, 0, 0, 0, 0, 0, 0",-4.791741841327327,30.68724999999999,0
83,1.0,-2.4,77.0,1.1,0.6,1.0,3.0,1.0,62.0,5,"0, 0, 0, 3, 0, 0, 0, 0, 7, 0",-3.728315402135443,31.515479999999997,0
84,1.0,-1.0,70.0,0.1,0.5,1.0,3.0,1.0,71.0,5,"11, 1, 0, 4, 13, 0, 9, 1, 33, 11, 1, 5, 4",2.506424675658738,34.78699999999999,0
85,1.0,1.5,60.0,1.5,1.0,3.0,3.0,1.0,66.0,5,"83, 11, 0, 18, 26, 24, 43, 13, 50, 9, 5, 1, 2, 2, 20, 7, 2",-0.060458029270474056,39.82599999999999,0
86,2.0,2.6,52.0,1.1,1.0,1.0,3.0,1.0,62.0,5,"79, 17, 0, 32, 30, 36, 55, 21, 59, 23, 6, 2, 2, 2, 17, 8, 6",1.8500234730701728,42.308479999999996,0
87,2.0,3.5,44.0,2.7,1.0,1.0,3.0,1.0,62.0,5,"71, 13, 0, 40, 38, 38, 54, 22, 45, 36, 4, 2, 5, 14, 6, 1",0.9319231041549576,44.367599999999996,0
88,2.0,3.4,40.0,3.1,1.0,1.0,3.0,1.0,53.0,5,"73, 16, 0, 47, 30, 31, 44, 12, 46, 18, 1, 7, 8, 5, 2",0.4904234920115389,44.6804,0
89,2.0,3.1,41.0,3.2,1.0,1.0,3.0,1.0,51.0,5,"50, 10, 0, 59, 32, 26, 40, 17, 46, 6, 2, 1, 6, 4, 3, 5",0.05302117424858177,44.206289999999996,0
90,2.0,3.6000000000000005,45.0,3.0,1.0,0.0,3.0,1.0,57.0,5,"49, 32, 0, 80, 46, 22, 33, 8, 28, 5, 12, 5, 10, 9",0.8079100598609119,44.3848,0
91,2.0,2.3,51.0,2.9,1.0,1.0,3.0,1.0,66.0,5,"83, 81, 0, 152, 37, 35, 65, 18, 29, 19, 1, 17, 15, 26, 23",-0.6715362505508198,42.03126999999999,0
92,3.0,1.1,52.0,2.9,0.0,4.0,3.0,1.0,73.0,5,"109, 121, 0, 268, 32, 66, 103, 23, 48, 25, 3, 34, 25, 26, 39",-2.1098310519728907,40.321279999999994,0
93,1.0,-3.3,71.0,1.7,0.0,7.0,3.0,1.0,54.0,6,"0, 0, 0, 1, 0, 0, 0, 0, 0, 0",-5.872236608138452,31.154429999999998,0
94,1.0,-3.0,70.0,2.2,0.5,7.0,3.0,1.0,60.0,6,"0, 0, 0, 0, 0, 0, 2, 0, 10, 0",-6.233636981303416,31.781,0
95,1.0,-2.0,63.0,1.7,1.0,7.0,3.0,1.0,63.0,6,"10, 1, 0, 2, 15, 2, 8, 1, 31, 8, 1, 3, 1",-4.3755284253822815,34.42359999999999,0
96,1.0,-0.7,57.0,2.3,1.0,2.0,3.0,1.0,68.0,6,"61, 6, 0, 23, 25, 31, 46, 11, 43, 20, 1, 3, 19, 10, 1",-3.6500612279772278,37.186989999999994,0
97,2.0,0.4,47.0,3.6000000000000005,1.0,1.0,3.0,1.0,64.0,6,"58, 21, 0, 60, 34, 49, 68, 16, 37, 28, 4, 26, 8, 3",-3.5232278925916947,40.089119999999994,0
98,2.0,1.3,41.0,3.0,1.0,0.0,3.0,1.0,51.0,6,"64, 19, 0, 54, 42, 45, 58, 20, 47, 33, 1, 1, 4, 21, 13, 1",-1.9560407096470493,42.017669999999995,0
99,1.0,-4.0,52.0,1.0,0.0,8.0,3.0,0.0,64.0,4,"0, 0, 0, 1, 0, 0, 0, 0, 2, 0",-5.269010271897872,33.5648,0
100,1.0,-2.2,43.0,1.7,0.9,6.0,3.0,0.0,70.0,4,"17, 0, 0, 1, 6, 0, 9, 3, 16, 9, 1, 2, 1, 1",-4.605791222729385,37.43245999999999,0
101,1.0,0.0,34.0,1.1,1.0,7.0,3.0,0.0,72.0,4,"78, 2, 0, 16, 60, 21, 37, 11, 34, 7, 9, 2, 1, 9, 4",-1.0507127420367475,41.437999999999995,0
102,2.0,3.3,32.0,1.4,1.0,3.0,3.0,0.0,65.0,4,"45, 9, 0, 44, 36, 17, 25, 12, 33, 24, 1, 1, 4, 9, 3",2.1376684980448224,45.44244,0
103,2.0,4.2,31.0,2.0,1.0,0.0,3.0,0.0,81.0,4,"34, 4, 0, 30, 36, 10, 24, 13, 24, 11, 1, 3, 3, 4",2.4209969466108836,46.55798,0
104,2.0,4.4,29.0,2.3,1.0,0.0,3.0,0.0,88.0,4,"39, 3, 0, 41, 29, 6, 15, 9, 28, 9, 2, 1, 3, 9, 4, 3, 2",2.3555364996267887,46.980239999999995,0
105,1.0,-3.6,63.0,1.3,0.8,0.0,3.0,1.0,77.0,5,"0, 0, 0, 1, 0, 0, 2, 0, 7, 0, 1",-5.49917969287588,32.12967999999999,0
106,1.0,-1.1,54.0,1.5,1.0,0.0,3.0,1.0,84.0,5,"18, 0, 0, 1, 20, 0, 8, 4, 28, 7, 3, 5, 1",-3.0265624985287216,37.09894,0
107,1.0,0.9,45.0,1.3,1.0,0.0,3.0,1.0,107.0,5,"67, 5, 0, 13, 43, 28, 56, 15, 48, 19, 2, 1, 1, 9, 3, 1",-0.4184352551765203,40.994949999999996,0
108,2.0,2.3,39.0,1.5,1.0,0.0,3.0,1.0,110.0,5,"81, 16, 0, 52, 53, 36, 41, 11, 58, 27, 2, 1, 5, 3, 20, 12",0.8521894997320647,43.47403,0
109,2.0,4.1,34.0,2.3,1.0,0.0,3.0,1.0,90.0,5,"69, 13, 0, 50, 60, 35, 42, 16, 51, 18, 1, 3, 28, 10, 4",2.002266045061846,46.13905999999999,0
110,2.0,5.0,31.0,2.0,1.0,0.0,3.0,1.0,82.0,5,"58, 8, 0, 56, 55, 27, 43, 14, 44, 18, 2, 1, 6, 8, 5, 2",3.3532140958823726,47.451499999999996,0
111,2.0,5.7,26.0,2.1,1.0,0.0,3.0,1.0,85.0,5,"59, 17, 0, 57, 49, 21, 22, 7, 40, 14, 2, 2, 9, 7, 6",4.070991700244058,48.66618,0
112,1.0,1.0,91.0,0.7,0.0,10.0,3.0,1.0,60.0,6,"7, 1, 0, 13, 6, 0, 8, 3, 22, 9, 1, 1",1.0190938901303035,34.997899999999994,0
113,1.0,2.7,74.0,1.4,0.5,4.0,3.0,1.0,76.0,6,"67, 9, 0, 30, 30, 32, 34, 13, 30, 15, 1, 1, 17, 8, 1",1.4566034867577813,39.883019999999995,0
114,2.0,4.0,66.0,3.3,0.7,9.0,3.0,1.0,79.0,6,"80, 13, 0, 73, 38, 43, 59, 27, 42, 35, 2, 2, 2, 19, 12, 4",1.0685888126655336,42.715599999999995,0
115,2.0,3.1,79.0,3.7,0.0,8.0,3.0,1.0,98.0,6,"92, 11, 0, 58, 55, 40, 50, 24, 50, 18, 1, 1, 4, 17, 9, 2",-0.29934437940981073,39.938509999999994,1
116,2.0,4.7,63.0,3.6000000000000005,0.9000000000000001,4.0,3.0,1.0,113.0,6,"62, 11, 0, 58, 54, 55, 42, 17, 47, 27, 6, 13, 5, 3",1.718011194005359,44.02939,0
117,2.0,4.9,51.0,6.0,0.9,5.0,3.0,1.0,88.0,6,"59, 21, 0, 65, 46, 41, 38, 9, 49, 18, 1, 14, 10, 12, 4",0.7521427674907195,45.45001,0
118,2.0,4.8,44.0,5.6,1.0,5.0,3.0,1.0,76.0,6,"85, 31, 0, 109, 41, 31, 37, 25, 40, 9, 1, 13, 16, 12, 5",0.7950860429056315,45.98688,0
119,2.0,4.2,49.0,3.1,0.8,4.0,3.0,1.0,71.0,6,"106, 67, 0, 189, 48, 58, 65, 32, 43, 18, 3, 17, 22, 21, 9",1.4542393022205746,44.73242,0
120,3.0,3.4,59.0,2.3,0.0,1.0,3.0,1.0,77.0,6,"128, 103, 0, 264, 41, 70, 108, 38, 55, 30, 6, 31, 27, 31, 22",1.177968317743649,42.60294,0
121,1.0,-0.3,59.0,2.4,0.8000000000000002,0.0,3.0,0.0,51.0,0,"0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 2",-3.289127631025048,37.44477,0
122,1.0,0.7,50.0,2.0,1.0,0.0,3.0,0.0,51.0,0,"10, 1, 0, 0, 4, 0, 6, 1, 20, 6, 1, 3, 1, 1",-1.6574530814518855,40.0635,0
123,1.0,2.1,39.0,3.0,1.0,0.0,3.0,0.0,53.0,0,"55, 2, 0, 8, 13, 11, 34, 8, 42, 13, 8, 2, 2, 6",-0.9946665289486287,43.234809999999996,0
124,2.0,4.8,51.0,4.8,0.8,7.0,3.0,0.0,63.0,0,"40, 10, 0, 34, 16, 11, 16, 10, 17, 2, 2, 1, 7, 1, 2, 1",1.1680289726756965,45.31851999999999,0
125,2.0,4.3,39.0,4.4,1.0,1.0,3.0,0.0,59.0,0,"51, 12, 0, 69, 17, 20, 27, 13, 37, 18, 8, 17, 10, 5, 6",0.7553207228324665,45.866229999999995,0
126,1.0,0.6999999999999998,55.0,0.6,0.6999999999999998,0.0,3.0,0.0,74.0,3,"0, 0, 0, 0, 0, 0, 2, 0, 5, 2",1.0080447427503025,39.38314999999999,0
127,1.0,3.1,45.0,1.0,1.0,0.0,3.0,0.0,83.0,3,"12, 1, 0, 4, 8, 0, 6, 0, 14, 7, 1, 2, 2",2.5991321151763263,43.75704999999999,0
128,1.0,5.5,37.0,0.8,1.0,0.0,3.0,0.0,87.0,3,"79, 1, 0, 13, 24, 18, 29, 10, 48, 11, 5, 1, 1, 9, 4",5.654392049054339,47.478649999999995,0
129,2.0,8.0,36.0,1.8,1.0,0.0,3.0,0.0,84.0,3,"62, 11, 0, 35, 13, 21, 38, 24, 50, 17, 4, 1, 3, 4, 5, 6",7.0369702683002515,50.4832,0
130,2.0,9.1,35.0,2.0,1.0,0.0,3.0,0.0,84.0,3,"42, 6, 0, 33, 27, 19, 24, 12, 45, 14, 1, 1, 10, 7, 1",8.130826985898757,51.81914999999999,0
131,2.0,9.6,34.0,3.6,1.0,0.0,3.0,0.0,79.0,3,"33, 7, 0, 32, 18, 19, 18, 16, 23, 15, 2, 1, 1, 4, 1",7.690585967104327,52.445359999999994,0
132,2.0,9.8,32.0,3.6000000000000005,1.0,0.0,3.0,0.0,78.0,3,"33, 5, 0, 30, 23, 15, 22, 5, 14, 4, 2, 4, 6, 2",7.934364529271633,52.766639999999995,0
133,2.0,9.2,36.0,3.0,1.0,4.0,3.0,0.0,82.0,3,"43, 18, 0, 57, 17, 16, 17, 4, 15, 6, 1, 1, 6, 8, 7, 6",7.537529324749859,51.88288,0
134,2.0,8.4,41.0,2.8,1.0,4.0,3.0,0.0,86.0,3,"64, 38, 0, 92, 14, 27, 34, 12, 29, 8, 1, 1, 17, 11, 8, 10",6.705307040867484,50.65056,0
135,3.0,7.0,50.0,3.3,0.1,3.0,3.0,0.0,86.0,3,"80, 96, 0, 226, 24, 62, 80, 23, 32, 17, 1, 32, 20, 27, 18",4.700489733284336,48.285,0
