,Date Time,Vector,Temperature,Wind Speed,Precipitation,Sunshine,Humidity,Cloud Level,Weather Code,Dust Density,Hour Time,Hour Category,Season Category,Weekday,IsHoliday,Feeling Temperature,Discomfort Index,Dust Level,IsRain
0,2020-01-01 00:00,"13, 27, 0, 103, 1, 14, 2, 0, 0, 0",-6.5,0.0,0.0,0.0,38,9.0,5.0,27.0,0,1,4,3,0,9.08025,1,1,0
1,2020-01-01 01:00,"5, 19, 0, 62, 3, 3, 3, 1, 0, 0",-5.9,1.7,0.0,0.0,40,9.0,5.0,20.0,1,1,4,3,0,-8.865652973650793,1,1,0
2,2020-01-01 02:00,"0, 0, 0, 19, 0, 1, 1, 4, 0, 0",-5.7,0.1,0.0,0.0,42,9.0,5.0,21.0,2,1,4,3,0,-1.9971462074140682,1,1,0
3,2020-01-01 09:00,"0, 0, 0, 1, 0, 0, 1, 0, 5, 0",-4.3,2.3,0.0,0.0,70,9.0,4005.0,31.0,9,2,4,3,0,-7.889306682756532,1,2,0
4,2020-01-01 10:00,"23, 0, 0, 2, 8, 0, 11, 0, 16, 2",-4.2,1.9,0.0,0.0,76,9.0,401905.0,34.0,10,2,4,3,0,-7.221168419925391,1,2,0
5,2020-01-01 11:00,"47, 6, 0, 19, 33, 17, 45, 4, 26, 7",-3.4,1.5,0.0,0.0,75,9.0,1905.0,36.0,11,2,4,3,0,-5.650424144411018,1,2,0
6,2020-01-01 12:00,"58, 13, 0, 28, 37, 35, 48, 9, 25, 16",-2.2,1.7,0.1,0.5,72,9.0,1905.0,35.0,12,3,4,3,0,-4.605791222729385,1,2,0
7,2020-01-01 13:00,"64, 14, 0, 48, 58, 38, 49, 9, 42, 25",-1.0,1.6,0.0,0.0,67,9.0,0.0,45.0,13,3,4,3,0,-3.0724423400528242,1,2,0
8,2020-01-01 14:00,"51, 12, 0, 53, 56, 48, 45, 12, 48, 24",-0.4,1.2,0.0,0.0,65,9.0,0.0,38.0,14,3,4,3,0,-1.6984127575598418,1,2,0
9,2020-01-01 15:00,"66, 15, 0, 74, 66, 34, 33, 15, 37, 20",0.3,0.0,0.0,0.3,62,9.0,0.0,49.0,15,3,4,3,0,13.30645,1,2,0
10,2020-01-01 16:00,"60, 29, 0, 115, 60, 40, 40, 10, 40, 9",0.3,0.0,0.0,0.0,64,9.0,0.0,47.0,16,3,4,3,0,13.30645,1,2,0
11,2020-01-01 17:00,"84, 76, 0, 193, 70, 72, 56, 17, 43, 26",0.2,0.9,0.0,0.0,65,9.0,0.0,47.0,17,3,4,3,0,-0.3829451793533407,1,2,0
12,2020-01-01 18:00,"112, 82, 0, 254, 67, 97, 98, 19, 55, 31",0.1,0.8,0.0,0.0,66,9.0,0.0,50.0,18,4,4,3,0,-0.2376524794729881,1,2,0
13,2020-01-01 19:00,"91, 65, 0, 207, 74, 44, 74, 24, 55, 26",0.1,0.3,0.0,0.0,65,9.0,0.0,43.0,19,4,4,3,0,1.711418174115379,1,2,0
14,2020-01-01 20:00,"64, 45, 0, 163, 76, 51, 45, 20, 41, 16",0.0,1.7,0.0,0.0,67,9.0,0.0,48.0,20,4,4,3,0,-2.0729004519112504,1,2,0
15,2020-01-01 21:00,"52, 30, 0, 200, 53, 32, 26, 16, 22, 17",-0.4,2.5,0.0,0.0,71,8.0,40.0,52.0,21,4,4,3,0,-3.5139367931266325,1,2,0
16,2020-01-01 22:00,"21, 19, 0, 159, 22, 24, 23, 6, 14, 15",-0.9,1.5,0.0,0.0,71,8.0,40.0,58.0,22,4,4,3,0,-2.7984006162780872,1,2,0
17,2020-01-01 23:00,"6, 19, 0, 90, 5, 20, 20, 1, 10, 0",-0.9,1.0,0.0,0.0,70,9.0,40.0,52.0,23,4,4,3,0,-1.8336241592316729,1,2,0
18,2020-01-02 00:00,"8, 5, 0, 47, 0, 6, 3, 1, 0, 0",-0.7,2.1,0.0,0.0,70,9.0,40.0,52.0,0,1,4,4,0,-3.414019245091613,1,2,0
19,2020-01-02 01:00,"7, 1, 0, 25, 0, 2, 0, 2, 0, 0",-0.7,2.2,0.0,0.0,72,8.0,40.0,52.0,1,1,4,4,0,-3.5342941933660263,1,2,0
20,2020-01-02 02:00,"0, 0, 0, 19, 0, 1, 0, 0, 0, 0",-0.6,2.2,0.0,0.0,70,9.0,40.0,54.0,2,1,4,4,0,-3.4169314634557044,1,2,0
21,2020-01-02 03:00,"0, 0, 0, 1, 0, 0, 0, 0, 0, 0",-0.6,2.3,0.0,0.0,70,9.0,40.0,50.0,3,1,4,4,0,-3.532304409788913,1,2,0
22,2020-01-02 08:00,"0, 0, 0, 2, 0, 0, 0, 0, 0, 0",-0.4,2.3,0.0,0.0,67,9.0,40.0,47.0,8,2,4,4,0,-3.296790773412285,1,2,0
23,2020-01-02 09:00,"1, 0, 0, 1, 0, 0, 2, 0, 2, 0",-0.1,2.4,0.0,0.0,67,9.0,40.0,57.0,9,2,4,4,0,-3.052854096790824,1,2,0
24,2020-01-02 10:00,"21, 0, 0, 1, 9, 0, 6, 2, 11, 2",0.7,2.0,0.0,0.0,62,9.0,40.0,58.0,10,2,4,4,0,-1.6574530814518855,1,2,0
