,Hour Category,Temperature,Humidity,Wind Speed,Sunshine,Cloud Level,Season Category,IsHoliday,Dust Density,Weekday,Vector,Feeling Temperature,Discomfort Index,IsRain
135,1.0,5.400000000000001,96.0,2.6,0.0,10.0,0.0,1.0,41.0,0,"0, 0, 0, 0, 0, 0, 3, 0, 3, 0, 2",3.2767034677570743,42.07816,1
136,1.0,5.7,98.0,0.5,0.0,10.0,0.0,1.0,32.0,0,"0, 0, 0, 0, 2, 0, 5, 2, 16, 0, 2, 1",6.654266609436455,42.433139999999995,1
137,1.0,6.0,99.0,3.4,0.0,10.0,0.0,1.0,23.0,0,"28, 5, 0, 3, 24, 0, 17, 4, 49, 0, 4, 6, 2, 2",3.4258938527700855,42.883599999999994,1
138,1.0,6.4,99.0,3.7,0.0,10.0,0.0,1.0,15.0,0,"105, 23, 0, 29, 48, 17, 70, 24, 105, 9, 11, 12, 1, 8, 35, 4",3.7316631449336883,43.59964,1
139,2.0,6.4,100.0,3.7,0.0,10.0,0.0,1.0,10.0,0,"144, 20, 0, 78, 89, 26, 85, 41, 97, 14, 12, 9, 9, 30, 3",3.7316631449336883,43.519999999999996,1
140,2.0,6.7,100.0,4.7,0.0,10.0,0.0,1.0,10.0,0,"115, 24, 0, 90, 98, 24, 80, 39, 123, 16, 1, 9, 10, 27, 3",3.5836199130645525,44.059999999999995,1
141,2.0,6.8,100.0,5.5,0.0,10.0,0.0,1.0,14.0,0,"100, 32, 0, 109, 100, 21, 64, 43, 100, 4, 3, 4, 8, 15, 3",3.3607696593700576,44.239999999999995,1
142,2.0,6.8,99.0,3.4,0.0,10.0,0.0,1.0,5.0,0,"78, 31, 0, 95, 95, 38, 44, 26, 78, 7, 2, 5, 7, 8, 13, 1",4.396657335130371,44.31568,1
143,1.0,5.1,92.0,0.10000000000000002,0.0,3.0,0.0,1.0,73.0,5,"0, 0, 0, 0, 0, 0, 1, 0, 4, 0, 1",8.351484757944718,41.92008,0
144,1.0,5.2,91.0,1.5,0.0,8.0,0.0,1.0,70.0,5,"4, 0, 0, 0, 0, 0, 6, 0, 6, 0, 2",4.160536792366265,42.183679999999995,0
145,1.0,1.8,85.0,2.6,0.0,0.0,0.0,0.0,93.0,2,"0, 0, 0, 0, 0, 0, 2, 0, 3, 0, 3",-1.0021986191789156,37.1177,0
146,1.0,2.2,86.0,1.6000000000000003,0.4000000000000001,0.0,0.0,0.0,96.0,2,"0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 3",0.5953965959994445,37.65707999999999,0
147,1.0,4.8,79.0,2.4,1.0,0.0,0.0,0.0,85.0,2,"0, 1, 0, 0, 1, 0, 3, 0, 7, 0, 2",2.7358474919476627,42.64507999999999,0
148,1.0,7.6,64.0,2.0,1.0,0.0,0.0,0.0,90.0,2,"13, 3, 0, 1, 9, 0, 18, 12, 39, 0, 14, 5, 1, 3",6.382919831014714,48.11935999999999,0
149,1.0,10.0,52.0,2.6,1.0,0.0,0.0,0.0,105.0,2,"116, 7, 0, 12, 37, 18, 61, 49, 122, 16, 28, 7, 1, 8, 12",8.744189467730841,52.111999999999995,0
150,2.0,12.3,44.0,1.4,1.0,0.0,0.0,0.0,118.0,2,"104, 6, 0, 34, 26, 14, 51, 41, 82, 16, 23, 4, 3, 14, 11, 2",12.353643667350454,55.32888,0
151,3.0,14.1,42.0,3.3,0.8,2.0,0.0,0.0,159.0,2,"104, 89, 0, 203, 35, 34, 85, 70, 76, 21, 10, 4, 9, 8, 26, 5",13.295988578748831,57.57778,0
152,3.0,11.7,51.0,2.6,0.0,0.0,0.0,0.0,210.0,2,"132, 72, 0, 228, 40, 32, 83, 66, 73, 15, 8, 5, 14, 6, 27, 9",10.764782119895056,54.391329999999996,0
153,1.0,4.8,80.0,1.0,0.0,5.0,0.0,0.0,198.0,3,"0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 3",4.483053531799726,42.5496,0
154,1.0,5.0,79.0,1.5,0.0,2.0,0.0,0.0,191.0,3,"0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 2",3.9323749101156285,42.963499999999996,0
155,1.0,6.7,75.0,2.1,1.0,0.0,0.0,0.0,182.0,3,"3, 0, 0, 0, 3, 0, 2, 0, 9, 0, 1",5.240524660452757,45.976749999999996,0
156,1.0,9.5,63.0,1.7,1.0,1.0,0.0,0.0,185.0,3,"16, 2, 0, 3, 11, 0, 21, 3, 45, 0, 11, 6, 5",8.864582422076147,50.91115,0
157,1.0,11.7,51.0,1.9,1.0,5.0,0.0,0.0,198.0,3,"94, 12, 0, 7, 23, 5, 59, 34, 81, 14, 38, 10, 1, 6, 13, 1",11.235980984243032,54.391329999999996,0
158,2.0,13.7,40.0,1.4,1.0,6.0,0.0,0.0,187.0,3,"87, 15, 0, 34, 29, 10, 56, 43, 71, 8, 6, 6, 2, 1, 8, 1",13.942795360353546,57.102199999999996,0
159,2.0,15.2,36.0,1.7,1.0,3.0,0.0,0.0,167.0,3,"55, 8, 0, 34, 28, 6, 29, 31, 54, 2, 7, 5, 1, 3, 4",15.427072146468586,58.88128,0
160,2.0,16.1,30.0,1.5,1.0,4.0,0.0,0.0,166.0,3,"50, 9, 0, 20, 32, 4, 22, 27, 35, 3, 2, 1, 1, 1, 6, 1",16.595359375025843,59.8327,0
161,2.0,16.9,26.0,2.4,1.0,3.0,0.0,0.0,147.0,3,"35, 6, 0, 41, 39, 3, 14, 17, 32, 4, 4, 1, 6, 5",17.030396313118203,60.62106,0
162,2.0,16.5,23.0,3.1,0.9,7.0,0.0,0.0,131.0,3,"60, 17, 0, 56, 39, 8, 22, 21, 48, 4, 8, 4, 2, 3, 4, 8, 5",16.272907384184506,60.13305,0
163,2.0,14.2,37.0,4.4,0.0,9.0,0.0,0.0,125.0,3,"92, 51, 0, 123, 31, 11, 45, 40, 44, 11, 15, 9, 3, 5, 12, 5",13.015329548511545,57.71246,0
164,3.0,12.9,39.0,2.3,0.0,9.0,0.0,0.0,170.0,3,"114, 77, 0, 239, 42, 25, 88, 58, 72, 12, 15, 3, 13, 7, 24, 18",12.36486604563348,56.15269,0
165,3.0,12.0,45.0,3.2,0.0,8.0,0.0,0.0,151.0,3,"142, 73, 0, 209, 46, 23, 79, 67, 75, 10, 6, 12, 1, 16, 7, 22, 7",10.801908864062836,54.931,0
166,1.0,9.0,57.0,1.5,0.0,10.0,0.0,0.0,137.0,4,"0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 3",8.495612555128318,50.5177,1
167,1.0,8.9,57.0,1.0,0.0,10.0,0.0,0.0,130.0,4,"0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3",9.026628713067925,50.380269999999996,0
168,1.0,9.8,54.0,1.6,0.0,10.0,0.0,0.0,125.0,4,"0, 0, 0, 0, 1, 0, 6, 0, 10, 0, 1, 3",9.306514069123583,51.75508,0
169,1.0,10.699999999999998,52.0,0.8000000000000002,0.0,9.0,0.0,0.0,127.0,4,"15, 7, 0, 6, 13, 0, 8, 3, 44, 2, 6, 9, 1, 4",11.328212706154726,53.039359999999995,0
170,1.0,12.3,46.0,1.1,0.1,9.0,0.0,0.0,131.0,4,"114, 18, 0, 14, 29, 6, 58, 35, 71, 17, 33, 10, 2, 7, 10, 2",12.67200089096907,55.28642,0
171,2.0,13.8,42.0,2.1,0.0,9.0,0.0,0.0,135.0,4,"79, 15, 0, 41, 24, 7, 45, 41, 69, 8, 15, 9, 5, 11, 12",13.544208677934515,57.21004,0
172,2.0,14.8,41.0,2.0,0.0,10.0,0.0,0.0,125.0,4,"43, 13, 0, 27, 38, 8, 38, 26, 57, 4, 13, 5, 1, 2, 1, 3, 2",14.772874174458128,58.43232,0
173,2.0,12.900000000000002,57.0,4.8,0.0,10.0,0.0,0.0,143.0,4,"47, 7, 0, 37, 35, 9, 16, 23, 44, 4, 6, 2, 5, 4",11.2689958516534,55.87747,1
174,2.0,12.4,64.0,3.4,0.0,10.0,0.0,0.0,96.0,4,"53, 12, 0, 37, 36, 7, 23, 18, 46, 1, 4, 5, 3, 4, 4, 2",11.19200171165237,55.04864,1
175,2.0,12.5,59.0,3.4,0.0,10.0,0.0,0.0,59.0,4,"76, 18, 0, 76, 27, 9, 21, 15, 39, 6, 4, 6, 1, 3, 3, 10, 3",11.313347146947407,55.289249999999996,1
176,1.0,5.0,89.0,1.3,0.0,0.0,0.0,1.0,138.0,6,"0, 0, 0, 0, 0, 0, 3, 0, 5, 0, 2",4.210687454727341,42.028499999999994,0
177,1.0,5.2,91.0,1.4,0.0,0.0,0.0,1.0,149.0,6,"1, 0, 0, 0, 0, 0, 5, 0, 7, 0, 3",4.294374367120457,42.183679999999995,0
178,1.0,6.6,88.0,1.7,0.2,5.0,0.0,1.0,107.0,6,"1, 0, 0, 0, 3, 0, 7, 0, 19, 0, 2",5.52577186054315,44.81191999999999,0
179,1.0,8.5,80.0,2.6,1.0,2.0,0.0,1.0,96.0,6,"18, 5, 0, 0, 23, 0, 23, 10, 37, 1, 1, 5, 7, 8",6.961313598174174,48.477,0
180,1.0,10.4,70.0,1.8,1.0,2.0,0.0,1.0,115.0,6,"125, 19, 0, 25, 52, 15, 66, 33, 77, 11, 1, 10, 3, 8, 31, 4",9.811805971238226,51.9212,0
181,2.0,11.9,65.0,2.4,1.0,5.0,0.0,1.0,116.0,6,"145, 31, 0, 73, 77, 24, 75, 31, 65, 20, 1, 4, 4, 19, 22, 1",11.123557957262609,54.301649999999995,0
182,2.0,12.9,59.0,3.7,0.9,5.0,0.0,1.0,137.0,6,"119, 26, 0, 76, 96, 20, 72, 37, 64, 15, 2, 8, 3, 11, 10, 5",11.67152645045876,55.84689,0
183,2.0,13.7,56.0,2.6,0.8,6.0,0.0,1.0,134.0,6,"119, 32, 0, 71, 80, 18, 56, 26, 51, 5, 3, 3, 5, 11, 1",13.141949945970604,56.98428,0
184,2.0,14.4,49.0,3.3,0.8,4.0,0.0,1.0,117.0,6,"126, 21, 0, 70, 90, 14, 38, 25, 49, 5, 1, 8, 6, 4, 8, 2",13.659178670810713,57.94244,0
185,3.0,11.9,59.0,3.5,0.7,0.0,0.0,1.0,110.0,6,"151, 109, 0, 266, 74, 46, 111, 68, 66, 19, 3, 13, 17, 14, 47, 18",10.539109493470864,54.45279,0
186,3.0,10.4,64.0,3.0,0.0,0.0,0.0,1.0,127.0,6,"155, 77, 0, 241, 94, 36, 76, 50, 60, 13, 13, 21, 5, 23, 21",8.97959059579749,52.16144,0
187,1.0,5.1,87.0,2.0,0.0,6.0,0.0,0.0,145.0,0,"0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1",3.4697412395413076,42.38263,0
188,1.0,6.0,86.0,2.1,0.0,8.0,0.0,0.0,133.0,0,"1, 0, 0, 0, 0, 0, 0, 0, 6, 0",4.421851588306668,43.9704,0
189,1.0,7.6,80.0,2.0,0.0,9.0,0.0,0.0,102.0,0,"0, 0, 0, 0, 1, 0, 1, 0, 11, 0, 1",6.382919831014714,47.035199999999996,0
190,1.0,9.5,72.0,1.8000000000000003,0.3,5.0,0.0,0.0,134.0,0,"23, 2, 0, 4, 10, 0, 14, 5, 33, 1, 9, 3, 1, 1, 3",8.771242582636482,50.4706,0
191,1.0,12.0,60.0,2.3,1.0,3.0,0.0,0.0,106.0,0,"77, 10, 0, 10, 23, 5, 48, 35, 73, 13, 33, 8, 1, 2, 9, 1",11.305054681938653,54.568,0
192,2.0,13.3,54.0,2.6,0.7,8.0,0.0,0.0,148.0,0,"67, 7, 0, 15, 34, 12, 41, 35, 63, 6, 32, 5, 1, 8, 2",12.666516380755498,56.46118,0
193,2.0,14.4,49.0,2.9,0.2,8.0,0.0,0.0,154.0,0,"52, 8, 0, 21, 42, 3, 30, 29, 46, 2, 7, 3, 1, 1, 2, 5, 3",13.831269663788389,57.94244,0
194,2.0,14.8,45.0,2.9,0.1,8.0,0.0,0.0,138.0,0,"49, 6, 0, 28, 37, 8, 19, 14, 38, 2, 4, 4, 1, 2, 6, 2",14.310701264262413,58.4464,0
195,2.0,15.6,43.0,2.4,0.4,9.0,0.0,0.0,130.0,0,"44, 8, 0, 22, 34, 2, 24, 19, 44, 5, 4, 5, 1, 2, 2, 4, 1",15.494618340595752,59.42792,0
196,2.0,15.4,41.0,2.8,0.0,8.0,0.0,0.0,137.0,0,"60, 12, 0, 38, 22, 7, 25, 18, 35, 1, 4, 1, 2, 2, 3",15.07274308187456,59.16186,0
197,1.0,7.6,47.0,3.7,1.0,0.0,0.0,0.0,142.0,1,"4, 0, 0, 1, 4, 0, 1, 16, 12, 0, 1, 4",5.197484062876777,49.27128,0
198,1.0,8.5,38.0,4.4,1.0,0.0,0.0,0.0,167.0,1,"14, 0, 0, 4, 3, 1, 9, 74, 25, 3, 2, 1, 3",5.956536588272074,50.948699999999995,0
199,2.0,10.2,34.0,2.5,1.0,2.0,0.0,0.0,178.0,1,"13, 2, 0, 8, 10, 3, 17, 56, 16, 5, 3, 1, 6",9.047449320350452,53.13332,0
200,2.0,11.5,30.0,3.0,1.0,0.0,0.0,0.0,170.0,1,"9, 0, 0, 5, 12, 2, 7, 40, 10, 2, 1, 1, 1, 2",10.301480094257819,54.7405,0
201,2.0,12.6,30.0,2.9,1.0,0.0,0.0,0.0,186.0,1,"7, 0, 0, 10, 8, 2, 5, 32, 9, 0, 1, 4",11.673827461655282,55.9582,0
202,2.0,12.6,27.0,4.0,1.0,1.0,0.0,0.0,168.0,1,"4, 1, 0, 9, 3, 1, 4, 21, 4, 0, 2, 1, 3",11.183997071822741,56.01298,0
203,2.0,12.4,28.0,4.3,1.0,2.0,0.0,0.0,156.0,1,"6, 5, 0, 10, 10, 3, 8, 45, 6, 1, 1, 2, 1, 1, 1",10.823100891782044,55.77728,0
204,2.0,12.0,37.0,3.6,1.0,1.0,0.0,0.0,148.0,1,"17, 4, 0, 25, 9, 3, 13, 67, 16, 0, 1, 2, 4, 1, 2, 1",10.615928713111987,55.1246,0
205,3.0,10.5,41.0,4.0,1.0,2.0,0.0,0.0,136.0,1,"24, 5, 0, 51, 3, 4, 32, 137, 16, 4, 3, 2, 4, 4, 2",8.60299452430281,53.20395,0
206,3.0,9.1,41.0,3.7,0.1,2.0,0.0,0.0,145.0,1,"23, 2, 0, 60, 8, 1, 27, 129, 20, 2, 1, 2, 7, 2, 3",7.029760210305641,51.501689999999996,0
207,1.0,1.9,61.0,1.4,0.0,4.0,0.0,0.0,122.0,2,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0",0.548516805041724,40.26340999999999,0
208,1.0,2.8,58.0,2.1,0.6,1.0,0.0,0.0,113.0,2,"0, 0, 0, 0, 0, 0, 1, 0, 1, 0",0.6793461156388314,41.88176,0
209,1.0,5.8,50.0,2.2,1.0,0.0,0.0,0.0,102.0,2,"0, 0, 0, 0, 2, 0, 3, 0, 1, 0",4.0942832508048586,46.718999999999994,0
210,1.0,8.5,45.0,1.6,1.0,0.0,0.0,0.0,115.0,2,"1, 0, 0, 0, 9, 0, 6, 29, 12, 0, 1, 2",7.816454501352347,50.53675,0
211,1.0,10.6,39.0,2.1,1.0,0.0,0.0,0.0,130.0,2,"10, 2, 0, 4, 6, 3, 21, 91, 20, 5, 1, 1, 5",9.801703205266678,53.40166,0
212,2.0,12.7,35.0,2.2,1.0,0.0,0.0,0.0,126.0,2,"6, 1, 0, 2, 12, 2, 16, 56, 11, 5, 2, 5",12.19231161461703,55.982549999999996,0
213,2.0,14.2,31.0,1.9,1.0,0.0,0.0,0.0,121.0,2,"14, 2, 0, 5, 6, 1, 9, 41, 14, 2, 1, 1, 1, 1",14.138048500621714,57.72698,0
214,2.0,15.5,29.0,1.1,1.0,0.0,0.0,0.0,123.0,2,"6, 0, 0, 7, 8, 1, 7, 30, 5, 0, 1, 3",16.242137771100666,59.15805,0
215,2.0,16.7,25.0,2.7,1.0,1.0,0.0,0.0,121.0,2,"6, 0, 0, 11, 7, 0, 3, 26, 6, 0, 2, 1",16.666568385276328,60.38525,0
216,2.0,17.4,24.0,2.0,1.0,0.0,0.0,0.0,121.0,2,"9, 1, 0, 17, 6, 0, 5, 35, 14, 1, 1, 1, 2, 1",17.80257990959047,61.096239999999995,0
217,2.0,16.4,34.0,3.8,1.0,0.0,0.0,0.0,114.0,2,"16, 5, 0, 42, 3, 5, 12, 69, 9, 1, 1, 4, 1, 3, 1",15.915341196846486,60.242239999999995,0
218,3.0,13.7,39.0,3.4,1.0,0.0,0.0,0.0,167.0,2,"17, 3, 0, 48, 5, 3, 28, 127, 11, 2, 2, 2, 9, 1, 3, 3",12.769492370487834,57.10957,0
219,3.0,11.0,45.0,2.8,0.1,0.0,0.0,0.0,154.0,2,"22, 11, 0, 74, 3, 6, 17, 101, 17, 3, 1, 1, 9, 2, 3",9.81321185609868,53.6755,0
220,1.0,11.4,53.0,2.5,0.0,10.0,0.0,1.0,39.0,5,"0, 0, 0, 0, 0, 0, 1, 0, 1, 0",10.469493031310126,53.93658,1
221,1.0,10.6,59.0,3.8,0.0,10.0,0.0,1.0,40.0,5,"0, 0, 0, 0, 0, 0, 3, 0, 5, 0",8.815659056563756,52.64046,1
222,1.0,9.1,81.0,1.5,0.0,10.0,0.0,1.0,60.0,5,"3, 0, 0, 4, 16, 0, 7, 23, 12, 0, 1, 1",8.609693496253634,49.38529,1
223,1.0,8.8,83.0,1.5,0.0,10.0,0.0,1.0,89.0,5,"26, 2, 0, 9, 14, 3, 14, 97, 25, 7, 1, 3, 4, 9",8.267450672877683,48.789959999999994,1
224,2.0,8.8,87.0,0.5,0.0,10.0,0.0,1.0,41.0,5,"31, 4, 0, 16, 18, 5, 30, 110, 19, 6, 3, 2, 2, 4, 5, 1",9.931273255687112,48.56644,1
225,2.0,8.8,89.0,1.6,0.0,10.0,0.0,1.0,38.0,5,"42, 3, 0, 19, 22, 2, 11, 110, 18, 5, 1, 1, 1, 1, 4, 1",8.160314401607248,48.454679999999996,1
226,2.0,9.0,89.0,1.5,0.0,10.0,0.0,1.0,22.0,5,"27, 3, 0, 21, 16, 1, 18, 85, 13, 2, 3, 1, 5, 5",8.495612555128318,48.792899999999996,1
227,2.0,9.2,90.0,0.8,0.0,10.0,0.0,1.0,46.0,5,"19, 7, 0, 26, 24, 0, 19, 77, 7, 2, 4, 1, 1, 3, 2",9.691533670452696,49.07919999999999,1
228,3.0,8.9,92.0,2.1,0.0,10.0,0.0,1.0,41.0,5,"35, 6, 0, 69, 8, 3, 17, 152, 13, 2, 2, 2, 4, 2, 4, 7",7.813497172911894,48.45912,1
229,1.0,4.7,85.0,3.5,0.0,9.0,0.0,1.0,86.0,6,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0",1.7824247283314798,41.90705,0
230,1.0,4.9,86.0,3.2000000000000006,0.0,9.0,0.0,1.0,86.0,6,"1, 0, 0, 0, 0, 0, 3, 0, 2, 0",2.2269535160087686,42.14286,0
231,1.0,5.5,80.0,3.0,0.0,9.0,0.0,1.0,64.0,6,"3, 0, 0, 0, 0, 0, 4, 0, 4, 0",3.0911737390196596,43.671,0
232,1.0,5.9,75.0,3.1,0.0,9.0,0.0,1.0,63.0,6,"2, 0, 0, 4, 8, 0, 13, 20, 7, 0, 2, 3",3.502347898914778,44.73475,0
233,1.0,6.7,73.0,3.4,0.1,9.0,0.0,1.0,69.0,6,"24, 2, 0, 16, 10, 3, 14, 97, 19, 3, 9",4.275311899835336,46.130089999999996,0
234,2.0,8.0,57.0,5.7,0.5,8.0,0.0,1.0,47.0,6,"29, 3, 0, 16, 14, 0, 20, 96, 24, 5, 5, 2, 2, 5",4.797981126346354,49.1434,0
235,2.0,6.7,70.0,3.2000000000000006,0.0,10.0,0.0,1.0,73.0,6,"27, 3, 0, 21, 14, 4, 13, 105, 21, 10, 1, 1, 6",4.400885857768955,46.360099999999996,1
236,2.0,7.900000000000001,58.0,5.599999999999999,0.4000000000000001,8.0,0.0,1.0,24.0,6,"26, 4, 0, 25, 19, 1, 9, 84, 17, 4, 1, 4, 1",4.709310330982125,48.94118,1
237,1.0,2.8,87.0,2.3,0.0,0.0,0.0,0.0,88.0,1,"0, 0, 0, 0, 0, 0, 1, 0, 4, 0",0.47142740861376353,38.538639999999994,0
238,1.0,3.9,84.0,2.5,0.0,0.0,0.0,0.0,89.0,1,"0, 0, 0, 0, 0, 0, 2, 0, 1, 0",1.581719837812185,40.690239999999996,0
239,1.0,5.9,80.0,2.0,0.0,9.0,0.0,0.0,140.0,2,"0, 0, 0, 0, 0, 0, 0, 0, 1, 0",4.401958388812801,44.3118,0
240,1.0,4.9,94.0,0.9,0.0,9.0,0.0,0.0,175.0,4,"0, 0, 0, 0, 0, 0, 0, 0, 2, 0",4.787305734140414,41.386939999999996,0
241,1.0,5.8,94.0,0.3,0.1,6.0,0.0,0.0,219.0,4,"0, 0, 0, 0, 0, 0, 1, 0, 0, 0",7.542019952135522,42.95348,0
242,1.0,8.4,87.0,1.9,0.9,3.0,0.0,0.0,208.0,4,"0, 0, 0, 0, 0, 0, 1, 0, 0, 0",7.405251862623174,47.89792,0
243,1.0,10.8,72.0,1.2,1.0,4.0,0.0,0.0,181.0,4,"1, 0, 0, 9, 1, 0, 2, 23, 15, 0, 1, 2",10.874657985962507,52.450239999999994,0
244,1.0,13.7,56.0,1.0,1.0,5.0,0.0,0.0,171.0,4,"12, 1, 0, 3, 7, 1, 14, 80, 32, 2, 1, 1, 1, 2, 3",14.345936242357519,56.98428,0
245,2.0,15.4,47.0,0.8000000000000002,0.9,9.0,0.0,0.0,184.0,4,"21, 1, 0, 9, 5, 0, 8, 62, 19, 6, 1, 1, 3, 2",16.456473684687776,59.21862,0
246,2.0,17.3,39.0,2.0,0.4,8.0,0.0,0.0,167.0,4,"7, 0, 0, 12, 10, 0, 10, 41, 18, 2, 2, 1",17.686052765931528,61.41553,0
247,2.0,18.9,37.0,1.3,0.8,9.0,0.0,0.0,141.0,4,"12, 0, 0, 7, 8, 0, 4, 33, 19, 1, 2, 1, 1, 1",19.904542495620916,63.24106999999999,0
248,2.0,19.8,31.0,1.3,0.8,8.0,0.0,0.0,143.0,4,"9, 0, 0, 6, 12, 0, 6, 45, 12, 1, 2",20.920691383160793,63.98161999999999,0
249,3.0,16.9,37.0,2.4,0.0,5.0,0.0,0.0,86.0,4,"36, 9, 0, 71, 9, 8, 33, 172, 31, 6, 1, 4, 2, 13, 5, 1",17.030396313118203,60.88847,0
250,3.0,19.9,34.0,2.3,0.0,10.0,0.0,0.0,79.0,4,"15, 11, 0, 64, 13, 4, 15, 143, 18, 6, 2, 4, 4, 3, 7, 4",20.607843318815462,64.25533999999999,1
251,1.0,17.3,60.0,2.6,0.0,10.0,0.0,1.0,62.0,5,"0, 0, 0, 0, 0, 0, 3, 0, 2, 0",17.420852032906595,62.0092,1
252,1.0,17.5,62.0,1.4,0.0,10.0,0.0,1.0,56.0,5,"1, 0, 0, 0, 1, 0, 5, 0, 4, 0",18.256207098504817,62.3505,1
253,1.0,16.8,79.0,1.9,0.0,10.0,0.0,1.0,71.0,5,"3, 0, 0, 8, 8, 0, 7, 27, 11, 0, 2, 3",17.156198717655545,61.750280000000004,1
254,1.0,15.800000000000002,89.0,2.2,0.0,10.0,0.0,1.0,139.0,5,"11, 0, 0, 7, 14, 1, 8, 91, 14, 2, 2, 3, 2, 7",15.830556241836995,60.29238,1
255,2.0,14.9,94.0,2.9,0.0,10.0,0.0,1.0,82.0,5,"24, 4, 0, 34, 19, 2, 8, 103, 24, 1, 1, 2, 1, 4, 1",14.430559164380917,58.792939999999994,1
256,2.0,14.8,94.0,2.1,0.0,10.0,0.0,1.0,44.0,5,"9, 1, 0, 31, 15, 5, 11, 104, 19, 2, 2, 2, 1, 4, 1",14.713741638143215,58.61888,1
257,2.0,14.5,96.0,3.7,0.0,10.0,0.0,1.0,29.0,5,"15, 2, 0, 34, 26, 1, 16, 72, 23, 4, 2, 3, 1, 1, 1",13.625954341049548,58.0978,1
258,2.0,14.4,96.0,3.3,0.0,10.0,0.0,1.0,26.0,5,"10, 4, 0, 41, 21, 0, 8, 81, 17, 2, 1, 1, 7",13.659178670810713,57.92176,1
259,2.0,14.4,98.0,3.9,0.0,10.0,0.0,1.0,30.0,5,"7, 5, 0, 44, 9, 4, 25, 92, 10, 0, 2, 1, 1, 1",13.43134819575178,57.92088,1
260,2.0,14.3,98.0,3.3,0.0,10.0,0.0,1.0,24.0,5,"21, 8, 0, 70, 18, 1, 34, 158, 19, 3, 3, 2, 4, 6, 3",13.538115306790084,57.74286,1
261,3.0,14.2,98.0,2.9,0.0,10.0,0.0,1.0,11.0,5,"25, 6, 0, 90, 14, 1, 38, 170, 18, 1, 4, 4, 9, 2, 10, 1",13.591553863551376,57.56484,1
262,3.0,14.0,97.0,3.3,0.0,10.0,0.0,1.0,17.0,5,"18, 11, 0, 76, 19, 0, 22, 144, 16, 6, 4, 5, 2, 5, 1",13.174925214728201,57.21319999999999,1
263,1.0,8.3,79.0,1.2,0.4,0.0,0.0,0.0,141.0,2,"1, 0, 0, 0, 0, 0, 0, 0, 0, 0",8.068168980711985,48.21743,0
264,1.0,10.0,72.0,2.0,1.0,0.0,0.0,0.0,62.0,2,"1, 0, 0, 0, 0, 0, 2, 0, 1, 0",9.179571278829187,51.232,0
265,1.0,14.9,57.0,1.8,1.0,0.0,0.0,0.0,58.0,2,"8, 0, 0, 1, 8, 0, 1, 26, 12, 0, 1",15.014622914246917,58.62607,0
266,1.0,16.7,46.0,2.8,1.0,0.0,0.0,0.0,103.0,2,"21, 1, 0, 5, 8, 0, 13, 94, 36, 8, 4, 3, 3",16.62669548949016,60.85418,0
267,1.0,16.1,46.0,2.0,0.0,10.0,0.0,0.0,59.0,0,"4, 0, 0, 0, 5, 0, 1, 15, 8, 0, 1, 1",16.2877270420243,60.09494,1
268,1.0,16.9,41.0,2.8,0.0,10.0,0.0,0.0,66.0,0,"18, 0, 0, 2, 7, 1, 16, 65, 18, 4, 1, 1",16.86576509066179,60.98571,1
269,2.0,17.6,39.0,3.9,0.0,10.0,0.0,0.0,24.0,0,"25, 2, 0, 9, 4, 1, 9, 61, 16, 3, 2, 2, 1",17.35644490432894,61.77436,1
270,2.0,16.6,48.0,3.8,0.0,10.0,0.0,0.0,48.0,0,"12, 0, 0, 11, 6, 1, 11, 43, 6, 1, 1, 1",16.160157822373478,60.77032,1
271,2.0,14.300000000000002,58.0,4.8,0.0,10.0,0.0,0.0,62.0,0,"17, 0, 0, 7, 10, 0, 6, 35, 9, 0, 1, 1, 1",13.014841978884116,57.80006,1
272,2.0,12.9,79.0,3.6,0.0,10.0,0.0,0.0,80.0,0,"21, 0, 0, 9, 13, 1, 7, 33, 14, 3, 1, 1, 1, 1",11.712932242864857,55.54109,1
273,2.0,12.2,92.0,3.3999999999999995,0.0,10.0,0.0,0.0,104.0,0,"18, 1, 0, 20, 7, 0, 10, 53, 12, 1, 2, 1, 2, 1, 1",10.9493108410623,54.13775999999999,1
274,2.0,12.0,94.0,4.0,0.0,10.0,0.0,0.0,67.0,0,"27, 8, 0, 23, 10, 2, 9, 78, 5, 2, 3, 3, 1, 3, 4",10.446567772531331,53.7452,1
275,3.0,12.0,95.0,3.8,0.0,10.0,0.0,0.0,37.0,0,"42, 16, 0, 55, 8, 5, 31, 124, 17, 3, 1, 2, 5, 4, 6",10.529375435252692,53.721,1
276,3.0,12.0,97.0,2.6,0.0,10.0,0.0,0.0,54.0,0,"46, 11, 0, 64, 13, 6, 32, 117, 23, 2, 1, 1, 2, 3, 3, 1",11.121357293806387,53.672599999999996,1
277,3.0,12.1,98.0,2.6,0.0,10.0,0.0,0.0,61.0,0,"34, 8, 0, 33, 10, 8, 20, 90, 15, 2, 3, 5, 2, 2, 1",11.240215685110165,53.82642,1
